W,Q2,eps,phi,cos_th,cs,dcs
1.875,2.6,0.7306,0.1,67.5,45.905,4.25
1.875,2.6,0.7306,0.1,112.5,54.712,5.831
1.875,2.6,0.7306,0.1,157.5,60.958,4.935
1.875,2.6,0.7306,0.3,-157.5,67.819,4.829
1.875,2.6,0.7306,0.3,-112.5,60.137,6.232
1.875,2.6,0.7306,0.3,-67.5,57.103,4.806
1.875,2.6,0.7306,0.3,-22.5,53.945,6.808
1.875,2.6,0.7306,0.3,22.5,43.183,6.075
1.875,2.6,0.7306,0.3,67.5,52.455,4.598
1.875,2.6,0.7306,0.3,112.5,59.141,6.179
1.875,2.6,0.7306,0.3,157.5,65.555,4.744
1.875,2.6,0.7306,0.5,-157.5,82.217,5.362
1.875,2.6,0.7306,0.5,-112.5,84.735,7.243
1.875,2.6,0.7306,0.5,-67.5,69.76,6.213
1.875,2.6,0.7306,0.5,-22.5,73.333,10.291
1.875,2.6,0.7306,0.5,22.5,102.194,12.212
1.875,2.6,0.7306,0.5,67.5,80.121,6.676
1.875,2.6,0.7306,0.5,112.5,89.735,7.459
1.875,2.6,0.7306,0.5,157.5,93.562,5.733
1.875,2.6,0.7306,0.675,-157.5,98.273,6.623
1.875,2.6,0.7306,0.675,-112.5,93.525,8.379
1.875,2.6,0.7306,0.675,-67.5,93.629,11.107
1.875,2.6,0.7306,0.675,-22.5,108.575,11.552
1.875,2.6,0.7306,0.675,22.5,100.448,11.094
1.875,2.6,0.7306,0.675,67.5,95.75,11.237
1.875,2.6,0.7306,0.675,112.5,127.725,9.835
1.875,2.6,0.7306,0.675,157.5,111.809,7.08
1.875,2.6,0.7306,0.825,-157.5,118.037,7.305
1.875,2.6,0.7306,0.825,-112.5,134.263,9.066
1.875,2.6,0.7306,0.825,-67.5,98.458,10.034
1.875,2.6,0.7306,0.825,-22.5,136.258,9.251
1.875,2.6,0.7306,0.825,22.5,120.983,8.693
1.875,2.6,0.7306,0.825,67.5,110.796,10.664
1.875,2.6,0.7306,0.825,112.5,120.769,8.586
1.875,2.6,0.7306,0.825,157.5,104.281,6.854
1.875,2.6,0.7306,0.95,-157.5,161.796,11.575
1.875,2.6,0.7306,0.95,-112.5,161.865,12.675
1.875,2.6,0.7306,0.95,-67.5,176.395,13.582
1.875,2.6,0.7306,0.95,-22.5,140.368,10.452
1.875,2.6,0.7306,0.95,22.5,159.353,11.168
1.875,2.6,0.7306,0.95,67.5,156.659,12.771
1.875,2.6,0.7306,0.95,112.5,168.755,12.95
1.875,2.6,0.7306,0.95,157.5,156.936,11.395
1.925,2.6,0.714,-0.775,-157.5,17.096,3.158
1.925,2.6,0.714,-0.775,-112.5,14.558,3.136
1.925,2.6,0.714,-0.775,-67.5,15.924,3.789
1.925,2.6,0.714,-0.775,-22.5,14.076,3.7
1.925,2.6,0.714,-0.775,22.5,11.779,3.371
1.925,2.6,0.714,-0.775,67.5,15.454,3.73
1.925,2.6,0.714,-0.775,112.5,15.761,3.269
1.925,2.6,0.714,-0.775,157.5,16.748,3.124
1.925,2.6,0.714,-0.525,-157.5,11.39,2.184
1.925,2.6,0.714,-0.525,-112.5,16.119,2.641
1.925,2.6,0.714,-0.525,-67.5,17.29,3.045
1.925,2.6,0.714,-0.525,-22.5,13.2,2.793
1.925,2.6,0.714,-0.525,22.5,14.031,2.884
1.925,2.6,0.714,-0.525,67.5,15.132,2.84
1.925,2.6,0.714,-0.525,112.5,10.377,2.103
1.925,2.6,0.714,-0.525,157.5,10.46,2.09
1.925,2.6,0.714,-0.3,-157.5,20.55,3.107
1.925,2.6,0.714,-0.3,-112.5,15.843,2.868
1.925,2.6,0.714,-0.3,-67.5,14.298,2.796
1.925,2.6,0.714,-0.3,-22.5,11.177,3.106
1.925,2.6,0.714,-0.3,22.5,12.081,3.233
1.925,2.6,0.714,-0.3,67.5,14.535,2.82
1.925,2.6,0.714,-0.3,112.5,23.503,3.514
1.925,2.6,0.714,-0.3,157.5,18.052,2.905
1.925,2.6,0.714,-0.1,-157.5,33.157,4.055
1.925,2.6,0.714,-0.1,-112.5,24.183,3.522
1.925,2.6,0.714,-0.1,-67.5,21.372,3.233
1.925,2.6,0.714,-0.1,-22.5,11.597,4.108
1.925,2.6,0.714,-0.1,22.5,20.506,5.495
1.925,2.6,0.714,-0.1,67.5,22.727,3.337
1.925,2.6,0.714,-0.1,112.5,29.825,3.923
1.925,2.6,0.714,-0.1,157.5,25.031,3.503
1.925,2.6,0.714,0.1,-157.5,41.673,3.911
1.925,2.6,0.714,0.1,-112.5,41.41,4.874
1.925,2.6,0.714,0.1,-67.5,28.692,3.271
1.925,2.6,0.714,0.1,-22.5,15.017,5.801
1.925,2.6,0.714,0.1,22.5,17.715,6.308
1.925,2.6,0.714,0.1,67.5,32.88,3.51
1.925,2.6,0.714,0.1,112.5,39.202,4.738
1.925,2.6,0.714,0.1,157.5,38.919,3.775
1.925,2.6,0.714,0.3,-157.5,53.509,4.271
1.925,2.6,0.714,0.3,-112.5,54.615,5.641
1.925,2.6,0.714,0.3,-67.5,49.044,4.169
1.925,2.6,0.714,0.3,-22.5,34.848,5.674
1.925,2.6,0.714,0.3,22.5,34.176,5.618
1.925,2.6,0.714,0.3,67.5,44.435,3.962
1.925,2.6,0.714,0.3,112.5,48.12,5.286
1.925,2.6,0.714,0.3,157.5,58.175,4.46
1.925,2.6,0.714,0.5,-157.5,79.608,5.205
1.925,2.6,0.714,0.5,-112.5,58.551,5.724
1.925,2.6,0.714,0.5,-67.5,74.782,5.843
1.925,2.6,0.714,0.5,-22.5,69.525,9.184
1.925,2.6,0.714,0.5,22.5,82.428,10.024
1.925,2.6,0.714,0.5,67.5,65.223,5.442
1.925,2.6,0.714,0.5,112.5,72.51,6.386
1.925,2.6,0.714,0.5,157.5,75.283,5.057
1.925,2.6,0.714,0.675,-157.5,96.688,6.335
1.925,2.6,0.714,0.675,-112.5,78.902,7.385
1.925,2.6,0.714,0.675,-67.5,88.378,9.868
1.925,2.6,0.714,0.675,-22.5,71.321,11.033
1.925,2.6,0.714,0.675,22.5,53.327,9.508
1.925,2.6,0.714,0.675,67.5,81.932,9.487
1.925,2.6,0.714,0.675,112.5,91.39,7.962
1.925,2.6,0.714,0.675,157.5,100.199,6.453
1.925,2.6,0.714,0.825,-157.5,109.179,6.696
1.925,2.6,0.714,0.825,-112.5,144.108,9.286
1.925,2.6,0.714,0.825,-67.5,95.669,9.974
1.925,2.6,0.714,0.825,-22.5,129.637,9.406
1.925,2.6,0.714,0.825,22.5,103.716,8.369
1.925,2.6,0.714,0.825,67.5,92.726,9.815
1.925,2.6,0.714,0.825,112.5,122.713,8.548
1.925,2.6,0.714,0.825,157.5,106.891,6.623
1.925,2.6,0.714,0.95,-157.5,174.568,11.531
1.925,2.6,0.714,0.95,-112.5,156.436,12.291
1.925,2.6,0.714,0.95,-67.5,155.732,12.112
1.925,2.6,0.714,0.95,-22.5,156.878,10.54
1.925,2.6,0.714,0.95,22.5,173.043,11.095
1.925,2.6,0.714,0.95,67.5,148.775,11.829
1.925,2.6,0.714,0.95,112.5,184.273,13.372
1.925,2.6,0.714,0.95,157.5,146.03,10.516
1.975,2.6,0.6971,-0.775,-157.5,7.996,2.053
1.975,2.6,0.6971,-0.775,-112.5,7.726,2.049
1.975,2.6,0.6971,-0.775,-67.5,10.255,2.814
1.975,2.6,0.6971,-0.775,-22.5,9.466,2.781
1.975,2.6,0.6971,-0.775,22.5,7.922,2.535
1.975,2.6,0.6971,-0.775,67.5,10.494,2.848
1.975,2.6,0.6971,-0.775,112.5,12.24,2.603
1.975,2.6,0.6971,-0.775,157.5,7.175,1.941
1.975,2.6,0.6971,-0.525,-157.5,5.673,1.526
1.975,2.6,0.6971,-0.525,-112.5,11.494,2.179
1.975,2.6,0.6971,-0.525,-67.5,9.207,2.124
1.975,2.6,0.6971,-0.525,-22.5,1.795,0.56
1.975,2.6,0.6971,-0.525,22.5,2.004,0.592
1.975,2.6,0.6971,-0.525,67.5,10.683,2.294
1.975,2.6,0.6971,-0.525,112.5,7.771,1.782
1.975,2.6,0.6971,-0.525,157.5,5.462,1.497
1.975,2.6,0.6971,-0.3,-157.5,6.848,1.709
1.975,2.6,0.6971,-0.3,-112.5,6.592,1.803
1.975,2.6,0.6971,-0.3,-67.5,4.543,1.658
1.975,2.6,0.6971,-0.3,-22.5,4.41,1.844
1.975,2.6,0.6971,-0.3,22.5,8.143,2.516
1.975,2.6,0.6971,-0.3,67.5,7.116,2.081
1.975,2.6,0.6971,-0.3,112.5,10.532,2.288
1.975,2.6,0.6971,-0.3,157.5,5.833,1.575
1.975,2.6,0.6971,-0.1,-157.5,17.644,2.863
1.975,2.6,0.6971,-0.1,-112.5,13.966,2.595
1.975,2.6,0.6971,-0.1,-67.5,12.804,2.599
1.975,2.6,0.6971,-0.1,-22.5,7.355,2.738
1.975,2.6,0.6971,-0.1,22.5,11.658,3.458
1.975,2.6,0.6971,-0.1,67.5,14.421,2.762
1.975,2.6,0.6971,-0.1,112.5,19.94,3.112
1.975,2.6,0.6971,-0.1,157.5,17.481,2.849
1.975,2.6,0.6971,0.1,-157.5,34.051,3.558
1.975,2.6,0.6971,0.1,-112.5,25.243,3.59
1.975,2.6,0.6971,0.1,-67.5,27.943,3.41
1.975,2.6,0.6971,0.1,-22.5,10.306,4.654
1.975,2.6,0.6971,0.1,22.5,14.37,5.504
1.975,2.6,0.6971,0.1,67.5,30.245,3.553
1.975,2.6,0.6971,0.1,112.5,31.735,4.037
1.975,2.6,0.6971,0.1,157.5,32.143,3.453
1.975,2.6,0.6971,0.3,-157.5,50.698,4.025
1.975,2.6,0.6971,0.3,-112.5,45.247,4.747
1.975,2.6,0.6971,0.3,-67.5,44.326,3.745
1.975,2.6,0.6971,0.3,-22.5,41.008,7.232
1.975,2.6,0.6971,0.3,22.5,46.675,7.728
1.975,2.6,0.6971,0.3,67.5,43.202,3.696
1.975,2.6,0.6971,0.3,112.5,51.066,5.052
1.975,2.6,0.6971,0.3,157.5,43.325,3.71
1.975,2.6,0.6971,0.5,-157.5,65.058,4.519
1.975,2.6,0.6971,0.5,-112.5,55.902,5.352
1.975,2.6,0.6971,0.5,-67.5,55.016,4.422
1.975,2.6,0.6971,0.5,-22.5,59.658,7.758
1.975,2.6,0.6971,0.5,22.5,60.669,7.825
1.975,2.6,0.6971,0.5,67.5,59.33,4.599
1.975,2.6,0.6971,0.5,112.5,72.259,6.106
1.975,2.6,0.6971,0.5,157.5,56.025,4.183
1.975,2.6,0.6971,0.675,-157.5,79.662,5.745
1.975,2.6,0.6971,0.675,-112.5,70.438,6.958
1.975,2.6,0.6971,0.675,-67.5,69.354,7.921
1.975,2.6,0.6971,0.675,-22.5,69.15,12.922
1.975,2.6,0.6971,0.675,22.5,84.677,14.341
1.975,2.6,0.6971,0.675,67.5,70.573,7.992
1.975,2.6,0.6971,0.675,112.5,73.427,7.107
1.975,2.6,0.6971,0.675,157.5,73.219,5.501
1.975,2.6,0.6971,0.825,-157.5,110.075,6.528
1.975,2.6,0.6971,0.825,-112.5,118.224,8.685
1.975,2.6,0.6971,0.825,-67.5,102.614,10.75
1.975,2.6,0.6971,0.825,-22.5,107.225,9.703
1.975,2.6,0.6971,0.825,22.5,88.667,8.791
1.975,2.6,0.6971,0.825,67.5,91.74,10.144
1.975,2.6,0.6971,0.825,112.5,97.617,7.871
1.975,2.6,0.6971,0.825,157.5,93.075,5.989
1.975,2.6,0.6971,0.95,-157.5,180.527,11.242
1.975,2.6,0.6971,0.95,-112.5,147.467,11.408
1.975,2.6,0.6971,0.95,-67.5,164.121,11.239
1.975,2.6,0.6971,0.95,-22.5,173.439,10.734
1.975,2.6,0.6971,0.95,22.5,159.039,10.257
1.975,2.6,0.6971,0.95,67.5,150.407,10.743
1.975,2.6,0.6971,0.95,112.5,169.113,12.242
1.975,2.6,0.6971,0.95,157.5,163.912,10.694
2.025,2.6,0.6805,-0.775,-157.5,2.579,1.26
2.025,2.6,0.6805,-0.775,-112.5,3.464,1.52
2.025,2.6,0.6805,-0.775,-67.5,6.1,2.262
2.025,2.6,0.6805,-0.775,-22.5,5.584,2.573
2.025,2.6,0.6805,-0.775,22.5,4.637,2.341
2.025,2.6,0.6805,-0.775,67.5,4.908,2.025
2.025,2.6,0.6805,-0.775,112.5,3.722,1.576
2.025,2.6,0.6805,-0.775,157.5,3.841,1.543
2.025,2.6,0.6805,-0.525,-157.5,3.005,1.207
2.025,2.6,0.6805,-0.525,-112.5,3.176,1.286
2.025,2.6,0.6805,-0.525,-67.5,2.789,1.139
2.025,2.6,0.6805,-0.525,-22.5,2.47,1.223
2.025,2.6,0.6805,-0.525,22.5,2.507,1.233
2.025,2.6,0.6805,-0.525,67.5,3.402,1.259
2.025,2.6,0.6805,-0.525,112.5,4.602,1.551
2.025,2.6,0.6805,-0.525,157.5,1.821,0.937
2.025,2.6,0.6805,-0.3,-157.5,6.21,1.836
2.025,2.6,0.6805,-0.3,-112.5,8.139,2.178
2.025,2.6,0.6805,-0.3,-67.5,4.189,1.711
2.025,2.6,0.6805,-0.3,-22.5,3.319,1.621
2.025,2.6,0.6805,-0.3,22.5,3.942,1.768
2.025,2.6,0.6805,-0.3,67.5,6.16,2.079
2.025,2.6,0.6805,-0.3,112.5,8.758,2.261
2.025,2.6,0.6805,-0.3,157.5,5.396,1.71
2.025,2.6,0.6805,-0.1,-157.5,13.311,2.445
2.025,2.6,0.6805,-0.1,-112.5,13.221,2.452
2.025,2.6,0.6805,-0.1,-67.5,11.067,2.478
2.025,2.6,0.6805,-0.1,-22.5,7.793,2.629
2.025,2.6,0.6805,-0.1,22.5,8.967,2.823
2.025,2.6,0.6805,-0.1,67.5,11.682,2.547
2.025,2.6,0.6805,-0.1,112.5,11.979,2.332
2.025,2.6,0.6805,-0.1,157.5,14.426,2.548
2.025,2.6,0.6805,0.1,-157.5,30.411,3.216
2.025,2.6,0.6805,0.1,-112.5,30.713,3.765
2.025,2.6,0.6805,0.1,-67.5,25.492,3.162
2.025,2.6,0.6805,0.1,-22.5,14.792,4.437
2.025,2.6,0.6805,0.1,22.5,14.73,4.428
2.025,2.6,0.6805,0.1,67.5,19.661,2.765
2.025,2.6,0.6805,0.1,112.5,31.685,3.826
2.025,2.6,0.6805,0.1,157.5,23.583,2.819
2.025,2.6,0.6805,0.3,-157.5,40.34,3.461
2.025,2.6,0.6805,0.3,-112.5,37.758,4.11
2.025,2.6,0.6805,0.3,-67.5,30.403,3.047
2.025,2.6,0.6805,0.3,-22.5,46.154,9.736
2.025,2.6,0.6805,0.3,22.5,24.168,6.993
2.025,2.6,0.6805,0.3,67.5,40.213,3.524
2.025,2.6,0.6805,0.3,112.5,37.174,4.077
2.025,2.6,0.6805,0.3,157.5,37.157,3.316
2.025,2.6,0.6805,0.5,-157.5,52.368,3.998
2.025,2.6,0.6805,0.5,-112.5,49.547,4.852
2.025,2.6,0.6805,0.5,-67.5,50.902,4.052
2.025,2.6,0.6805,0.5,-22.5,46.399,6.802
2.025,2.6,0.6805,0.5,22.5,48.536,6.961
2.025,2.6,0.6805,0.5,67.5,51.306,4.069
2.025,2.6,0.6805,0.5,112.5,49.193,4.834
2.025,2.6,0.6805,0.5,157.5,55.065,4.103
2.025,2.6,0.6805,0.675,-157.5,66.037,5.133
2.025,2.6,0.6805,0.675,-112.5,71.344,6.954
2.025,2.6,0.6805,0.675,-67.5,55.7,6.411
2.025,2.6,0.6805,0.675,-22.5,45.291,10.686
2.025,2.6,0.6805,0.675,22.5,53.974,11.684
2.025,2.6,0.6805,0.675,67.5,64.477,6.915
2.025,2.6,0.6805,0.675,112.5,66.871,6.727
2.025,2.6,0.6805,0.675,157.5,71.833,5.361
2.025,2.6,0.6805,0.825,-157.5,97.62,6.009
2.025,2.6,0.6805,0.825,-112.5,85.391,7.655
2.025,2.6,0.6805,0.825,-67.5,86.248,10.147
2.025,2.6,0.6805,0.825,-22.5,102.617,11.185
2.025,2.6,0.6805,0.825,22.5,80.289,9.85
2.025,2.6,0.6805,0.825,67.5,78.8,9.686
2.025,2.6,0.6805,0.825,112.5,79.039,7.359
2.025,2.6,0.6805,0.825,157.5,86.348,5.641
2.025,2.6,0.6805,0.95,-157.5,153.702,10.261
2.025,2.6,0.6805,0.95,-112.5,138.173,10.52
2.025,2.6,0.6805,0.95,-67.5,132.436,10.059
2.025,2.6,0.6805,0.95,-22.5,153.282,10.144
2.025,2.6,0.6805,0.95,22.5,135.662,9.518
2.025,2.6,0.6805,0.95,67.5,143.734,10.494
2.025,2.6,0.6805,0.95,112.5,152.483,11.067
2.025,2.6,0.6805,0.95,157.5,137.483,9.688
2.075,2.6,0.6613,-0.775,-157.5,2.26,1.247
2.075,2.6,0.6613,-0.775,-112.5,3.064,1.424
2.075,2.6,0.6613,-0.775,-67.5,3.471,1.848
2.075,2.6,0.6613,-0.775,-22.5,2.662,1.821
2.075,2.6,0.6613,-0.775,22.5,3.972,2.229
2.075,2.6,0.6613,-0.775,67.5,3.3,1.802
2.075,2.6,0.6613,-0.775,112.5,2.036,1.159
2.075,2.6,0.6613,-0.775,157.5,1.533,1.025
2.075,2.6,0.6613,-0.525,-157.5,1.542,0.902
2.075,2.6,0.6613,-0.525,-112.5,1.486,0.916
2.075,2.6,0.6613,-0.525,-67.5,1.322,0.985
2.075,2.6,0.6613,-0.525,-22.5,0.856,0.849
2.075,2.6,0.6613,-0.525,22.5,1.083,0.955
2.075,2.6,0.6613,-0.525,67.5,2.039,1.225
2.075,2.6,0.6613,-0.525,112.5,1.339,0.869
2.075,2.6,0.6613,-0.525,157.5,1.056,0.745
2.075,2.6,0.6613,-0.3,-157.5,4.369,1.438
2.075,2.6,0.6613,-0.3,-112.5,5.757,1.787
2.075,2.6,0.6613,-0.3,-67.5,6.056,2.083
2.075,2.6,0.6613,-0.3,-22.5,1.883,1.157
2.075,2.6,0.6613,-0.3,22.5,4.414,1.778
2.075,2.6,0.6613,-0.3,67.5,3.676,1.618
2.075,2.6,0.6613,-0.3,112.5,7.183,1.999
2.075,2.6,0.6613,-0.3,157.5,5.409,1.602
2.075,2.6,0.6613,-0.1,-157.5,15.142,2.49
2.075,2.6,0.6613,-0.1,-112.5,15.223,2.5
2.075,2.6,0.6613,-0.1,-67.5,10.406,2.307
2.075,2.6,0.6613,-0.1,-22.5,8.703,2.437
2.075,2.6,0.6613,-0.1,22.5,8.948,2.472
2.075,2.6,0.6613,-0.1,67.5,8.922,2.132
2.075,2.6,0.6613,-0.1,112.5,18.321,2.75
2.075,2.6,0.6613,-0.1,157.5,15.766,2.542
2.075,2.6,0.6613,0.1,-157.5,19.76,2.528
2.075,2.6,0.6613,0.1,-112.5,22.61,3.083
2.075,2.6,0.6613,0.1,-67.5,18.123,2.646
2.075,2.6,0.6613,0.1,-22.5,19.051,4.25
2.075,2.6,0.6613,0.1,22.5,12.103,3.373
2.075,2.6,0.6613,0.1,67.5,14.337,2.346
2.075,2.6,0.6613,0.1,112.5,23.906,3.173
2.075,2.6,0.6613,0.1,157.5,23.036,2.738
2.075,2.6,0.6613,0.3,-157.5,32.546,3.144
2.075,2.6,0.6613,0.3,-112.5,27.532,3.338
2.075,2.6,0.6613,0.3,-67.5,27.906,2.858
2.075,2.6,0.6613,0.3,-22.5,17.795,6.473
2.075,2.6,0.6613,0.3,22.5,20.403,6.939
2.075,2.6,0.6613,0.3,67.5,26.661,2.791
2.075,2.6,0.6613,0.3,112.5,27.688,3.347
2.075,2.6,0.6613,0.3,157.5,29.588,2.992
2.075,2.6,0.6613,0.5,-157.5,41.321,3.517
2.075,2.6,0.6613,0.5,-112.5,44.119,4.436
2.075,2.6,0.6613,0.5,-67.5,40.322,3.505
2.075,2.6,0.6613,0.5,-22.5,41.146,6.916
2.075,2.6,0.6613,0.5,22.5,33.794,6.254
2.075,2.6,0.6613,0.5,67.5,43.273,3.636
2.075,2.6,0.6613,0.5,112.5,43.264,4.392
2.075,2.6,0.6613,0.5,157.5,49.513,3.861
2.075,2.6,0.6613,0.675,-157.5,59.353,4.779
2.075,2.6,0.6613,0.675,-112.5,58.66,6.417
2.075,2.6,0.6613,0.675,-67.5,50.999,5.842
2.075,2.6,0.6613,0.675,-22.5,63.751,13.426
2.075,2.6,0.6613,0.675,22.5,60.77,13.101
2.075,2.6,0.6613,0.675,67.5,59.584,6.332
2.075,2.6,0.6613,0.675,112.5,48.874,5.846
2.075,2.6,0.6613,0.675,157.5,50.769,4.411
2.075,2.6,0.6613,0.825,-157.5,84.958,5.592
2.075,2.6,0.6613,0.825,-112.5,97.028,8.604
2.075,2.6,0.6613,0.825,-67.5,85.739,10.357
2.075,2.6,0.6613,0.825,-22.5,58.558,9.278
2.075,2.6,0.6613,0.825,22.5,46.598,8.258
2.075,2.6,0.6613,0.825,67.5,99.457,11.186
2.075,2.6,0.6613,0.825,112.5,92.563,8.399
2.075,2.6,0.6613,0.825,157.5,99.111,6.054
2.075,2.6,0.6613,0.95,-157.5,153.94,10.33
2.075,2.6,0.6613,0.95,-112.5,131.671,9.865
2.075,2.6,0.6613,0.95,-67.5,155.607,11.302
2.075,2.6,0.6613,0.95,-22.5,143.768,10.687
2.075,2.6,0.6613,0.95,22.5,161.805,11.367
2.075,2.6,0.6613,0.95,67.5,127.838,10.21
2.075,2.6,0.6613,0.95,112.5,147.236,10.448
2.075,2.6,0.6613,0.95,157.5,130.27,9.477
2.125,2.6,0.6387,-0.775,-157.5,0.216,0.407
2.125,2.6,0.6387,-0.775,-112.5,0.213,0.419
2.125,2.6,0.6387,-0.775,-67.5,0.242,0.598
2.125,2.6,0.6387,-0.775,-22.5,0.634,1.136
2.125,2.6,0.6387,-0.775,22.5,0.937,1.381
2.125,2.6,0.6387,-0.775,67.5,0.67,0.995
2.125,2.6,0.6387,-0.775,112.5,0.139,0.339
2.125,2.6,0.6387,-0.775,157.5,0.114,0.296
2.125,2.6,0.6387,-0.525,-157.5,0.678,0.589
2.125,2.6,0.6387,-0.525,-112.5,1.003,0.701
2.125,2.6,0.6387,-0.525,-67.5,2.551,1.332
2.125,2.6,0.6387,-0.525,-22.5,0.391,0.473
2.125,2.6,0.6387,-0.525,22.5,0.751,0.656
2.125,2.6,0.6387,-0.525,67.5,1.077,0.864
2.125,2.6,0.6387,-0.525,112.5,0.515,0.502
2.125,2.6,0.6387,-0.525,157.5,0.925,0.689
2.125,2.6,0.6387,-0.3,-157.5,6.246,1.732
2.125,2.6,0.6387,-0.3,-112.5,3.65,1.305
2.125,2.6,0.6387,-0.3,-67.5,4.71,1.693
2.125,2.6,0.6387,-0.3,-22.5,2.27,1.217
2.125,2.6,0.6387,-0.3,22.5,2.716,1.332
2.125,2.6,0.6387,-0.3,67.5,3.183,1.389
2.125,2.6,0.6387,-0.3,112.5,4.232,1.406
2.125,2.6,0.6387,-0.3,157.5,4.008,1.382
2.125,2.6,0.6387,-0.1,-157.5,10.477,2.062
2.125,2.6,0.6387,-0.1,-112.5,8.006,1.822
2.125,2.6,0.6387,-0.1,-67.5,7.826,2.02
2.125,2.6,0.6387,-0.1,-22.5,7.187,2.191
2.125,2.6,0.6387,-0.1,22.5,4.143,1.657
2.125,2.6,0.6387,-0.1,67.5,7.413,1.965
2.125,2.6,0.6387,-0.1,112.5,10.344,2.075
2.125,2.6,0.6387,-0.1,157.5,10.582,2.073
2.125,2.6,0.6387,0.1,-157.5,14.821,2.157
2.125,2.6,0.6387,0.1,-112.5,13.187,2.289
2.125,2.6,0.6387,0.1,-67.5,12.86,2.304
2.125,2.6,0.6387,0.1,-22.5,9.149,2.501
2.125,2.6,0.6387,0.1,22.5,10.047,2.623
2.125,2.6,0.6387,0.1,67.5,16.442,2.614
2.125,2.6,0.6387,0.1,112.5,15.917,2.52
2.125,2.6,0.6387,0.1,157.5,13.815,2.08
2.125,2.6,0.6387,0.3,-157.5,21.868,2.584
2.125,2.6,0.6387,0.3,-112.5,26.258,3.235
2.125,2.6,0.6387,0.3,-67.5,21.399,2.587
2.125,2.6,0.6387,0.3,-22.5,15.116,5.715
2.125,2.6,0.6387,0.3,22.5,19.507,6.508
2.125,2.6,0.6387,0.3,67.5,21.563,2.598
2.125,2.6,0.6387,0.3,112.5,28.641,3.383
2.125,2.6,0.6387,0.3,157.5,24.578,2.745
2.125,2.6,0.6387,0.5,-157.5,37.461,3.354
2.125,2.6,0.6387,0.5,-112.5,31.398,3.609
2.125,2.6,0.6387,0.5,-67.5,33.678,3.169
2.125,2.6,0.6387,0.5,-22.5,35.443,7.644
2.125,2.6,0.6387,0.5,22.5,31.243,7.168
2.125,2.6,0.6387,0.5,67.5,35.817,3.272
2.125,2.6,0.6387,0.5,112.5,35.497,3.843
2.125,2.6,0.6387,0.5,157.5,37.385,3.351
2.125,2.6,0.6387,0.675,-157.5,48.83,4.444
2.125,2.6,0.6387,0.675,-112.5,51.331,6.28
2.125,2.6,0.6387,0.675,-67.5,47.552,5.261
2.125,2.6,0.6387,0.675,-22.5,22.647,7.254
2.125,2.6,0.6387,0.675,22.5,49.239,10.756
2.125,2.6,0.6387,0.675,67.5,52.414,5.532
2.125,2.6,0.6387,0.675,112.5,46.13,5.946
2.125,2.6,0.6387,0.675,157.5,51.238,4.555
2.125,2.6,0.6387,0.825,-157.5,91.74,5.86
2.125,2.6,0.6387,0.825,-112.5,85.187,8.093
2.125,2.6,0.6387,0.825,-67.5,73.514,9.736
2.125,2.6,0.6387,0.825,-22.5,70.345,12.645
2.125,2.6,0.6387,0.825,22.5,59.068,11.56
2.125,2.6,0.6387,0.825,67.5,95.816,11.17
2.125,2.6,0.6387,0.825,112.5,72.626,7.46
2.125,2.6,0.6387,0.825,157.5,87.753,5.727
2.125,2.6,0.6387,0.95,-157.5,125.689,9.051
2.125,2.6,0.6387,0.95,-112.5,132.994,9.878
2.125,2.6,0.6387,0.95,-67.5,169.328,12.251
2.125,2.6,0.6387,0.95,-22.5,141.643,11.286
2.125,2.6,0.6387,0.95,22.5,135.831,11.042
2.125,2.6,0.6387,0.95,67.5,124.033,10.429
2.125,2.6,0.6387,0.95,112.5,126.387,9.623
2.125,2.6,0.6387,0.95,157.5,128.944,9.171
2.175,2.6,0.6113,-0.775,-157.5,0.374,0.679
2.175,2.6,0.6113,-0.775,-112.5,0.502,0.773
2.175,2.6,0.6113,-0.775,-67.5,0.785,1.229
2.175,2.6,0.6113,-0.775,-22.5,0.682,1.267
2.175,2.6,0.6113,-0.775,22.5,0.868,1.429
2.175,2.6,0.6113,-0.775,67.5,0.683,1.146
2.175,2.6,0.6113,-0.775,112.5,0.448,0.73
2.175,2.6,0.6113,-0.775,157.5,0.495,0.782
2.175,2.6,0.6113,-0.525,-157.5,0.578,0.626
2.175,2.6,0.6113,-0.525,-112.5,0.913,0.791
2.175,2.6,0.6113,-0.525,-67.5,1.623,1.208
2.175,2.6,0.6113,-0.525,-22.5,0.499,0.75
2.175,2.6,0.6113,-0.525,22.5,1.351,1.235
2.175,2.6,0.6113,-0.525,67.5,1.844,1.287
2.175,2.6,0.6113,-0.525,112.5,0.909,0.788
2.175,2.6,0.6113,-0.525,157.5,0.542,0.606
2.175,2.6,0.6113,-0.3,-157.5,7.227,1.783
2.175,2.6,0.6113,-0.3,-112.5,3.463,1.295
2.175,2.6,0.6113,-0.3,-67.5,1.434,0.959
2.175,2.6,0.6113,-0.3,-22.5,1.527,1.02
2.175,2.6,0.6113,-0.3,22.5,2.548,1.319
2.175,2.6,0.6113,-0.3,67.5,3.187,1.434
2.175,2.6,0.6113,-0.3,112.5,3.564,1.314
2.175,2.6,0.6113,-0.3,157.5,6.26,1.656
2.175,2.6,0.6113,-0.1,-157.5,7.328,1.747
2.175,2.6,0.6113,-0.1,-112.5,4.836,1.46
2.175,2.6,0.6113,-0.1,-67.5,4.536,1.556
