1.725   0.650   0.657   -0.60    13.60    5.77     9.079    9.914     4.55    13.44
1.725   0.650   0.657   -0.25    14.20    5.25     4.653    8.740     1.86    11.86
1.725   0.650   0.657    0.05    23.77    4.89    10.720    8.457    -1.04    10.96
1.725   0.650   0.657    0.35    21.47    4.66    -1.513    7.778     1.54    11.19
1.725   0.650   0.657    0.65    33.89    6.95    17.112   11.328     6.78    15.21
1.725   0.650   0.657    0.90    17.27    5.63    -3.224    7.481   -15.63    12.14
1.775   0.650   0.613   -0.60    17.16    4.36    -1.061    6.548    -2.17    10.77
1.775   0.650   0.613   -0.25    40.59    4.24     2.051    6.223   -19.51    10.49
1.775   0.650   0.613    0.05    47.74    4.71     0.665    7.566   -13.12    10.29
1.775   0.650   0.613    0.35    48.37    6.34    -3.055   11.370   -39.04    14.66
1.775   0.650   0.613    0.65    47.93    7.03    -9.885   13.294   -19.76    18.05
1.775   0.650   0.613    0.90    43.33    7.52     0.537   10.663    -5.58    18.27
1.825   0.650   0.564   -0.60    42.58    4.47     4.087    7.029    -5.23    12.16
1.825   0.650   0.564   -0.25    66.96    4.11     9.631    6.194   -32.80    11.19
1.825   0.650   0.564    0.05    79.53    4.54    -0.141    7.368   -44.47    11.55
1.825   0.650   0.564    0.35    85.89    5.83   -19.219   10.380   -45.79    14.28
1.825   0.650   0.564    0.65    73.31    7.43     1.018   14.425   -12.51    19.31
1.825   0.650   0.564    0.90    59.05    9.66   -16.504   15.047   -20.18    23.23
1.875   0.650   0.510   -0.60    37.77    4.24     5.204    7.566   -33.68    13.18
1.875   0.650   0.510   -0.25    91.99    4.20     2.687    6.859   -64.93    12.76
1.875   0.650   0.510    0.05   110.48    4.48    -3.196    7.340   -75.89    12.71
1.875   0.650   0.510    0.35   116.35    5.32   -10.225    9.263   -47.19    14.83
1.875   0.650   0.510    0.65    83.41    7.99   -32.018   16.476   -75.53    22.19
1.875   0.650   0.510    0.90    63.42    9.82     1.626   17.253    11.26    25.95
1.925   0.650   0.451   -0.60    39.25    3.94    25.541    7.651   -27.57    13.78
1.925   0.650   0.451   -0.25    76.54    3.78     3.790    6.944   -45.26    12.98
1.925   0.650   0.451    0.05   102.15    4.07     0.820    7.453   -51.88    13.46
1.925   0.650   0.451    0.35    95.27    4.45   -21.114    8.358   -31.10    14.58
1.925   0.650   0.451    0.65    80.52    7.90    -9.447   17.126     9.22    23.69
1.925   0.650   0.451    0.90    55.45   17.87   -18.611   38.848     9.07    47.57
1.975   0.650   0.386   -0.60    24.39    2.90     3.479    6.095    -5.58    11.75
1.975   0.650   0.386   -0.25    54.04    3.03    -6.760    6.152   -37.64    12.33
1.975   0.650   0.386    0.05    75.65    3.46    -4.794    7.099   -17.68    13.86
1.975   0.650   0.386    0.35    73.56    3.97    -9.928    8.245   -19.92    15.63
1.975   0.650   0.386    0.65    71.42    5.36    -9.334   11.809    -5.14    19.50
1.975   0.650   0.386    0.90    66.20   18.24    13.548   44.717    61.37    59.51
2.050   0.650   0.279   -0.60    12.71    1.65     0.127    4.356   -18.31     9.13
2.050   0.650   0.279   -0.25    27.56    1.71     3.451    4.441   -28.20     9.66
2.050   0.650   0.279    0.05    46.18    2.00    -5.530    4.950   -40.75    11.23
2.050   0.650   0.279    0.35    48.95    2.38    -6.661    6.081   -16.23    13.08
2.050   0.650   0.279    0.65    49.12    3.71   -27.365    9.899    -6.29    18.81
2.050   0.650   0.279    0.90    37.90   19.69   -36.218   59.510   -64.51    80.56
1.725   1.000   0.531   -0.60     8.58    3.49    -1.570    7.241     3.17    11.21
1.725   1.000   0.531   -0.25    11.74    6.39    -0.905   13.251    -4.15    17.61
1.725   1.000   0.531    0.05    16.52    3.73     2.701    6.901    -1.58    10.24
1.725   1.000   0.531    0.35    19.74    5.44     3.437   10.409     7.41    13.34
1.725   1.000   0.531    0.65    16.51    4.26     7.877    7.764     2.95    10.32
1.725   1.000   0.531    0.90    13.33    5.11    -1.881    8.471    -6.34    14.21
