0.3	2.6	0.1	3.45	0.1	2.6
0.3	2.6	0.1	2.6	0.3	2.55
0.3	3.45	0.1	3.45	0.3	2.6
0.4	0	0.3	0.65	0.3	0
0.5	0	0.3	0.65	0.4	0
0.5	1.8	0.3	2.05	0.3	1.8
0.5	1.8	0.3	1.8	0.3	1.55
0.5	2.6	0.3	3.45	0.3	2.6
0.5	2.6	0.3	2.6	0.3	2.55
0.5	3.45	0.3	3.45	0.5	2.6
0.6	0.65	0.3	1	0.3	0.65
0.6	0.65	0.3	0.65	0.5	0
0.6	0.65	0.5	0	0.6	0
0.6	1	0.3	1	0.6	0.65
0.6	1.55	0.3	1.55	0.3	1
0.6	1.55	0.3	1	0.6	1
0.6	1.55	0.5	1.8	0.3	1.55
0.6	1.8	0.5	1.8	0.6	1.55
0.6	2.05	0.3	2.05	0.5	1.8
0.6	2.05	0.5	1.8	0.6	1.8
0.6	2.55	0.3	2.55	0.3	2.05
0.6	2.55	0.3	2.05	0.6	2.05
0.6	2.55	0.5	2.6	0.3	2.55
0.6	2.6	0.5	3.45	0.5	2.6
0.6	2.6	0.5	2.6	0.6	2.55
0.6	3.45	0.5	3.45	0.6	2.6
0.7	0	0.6	0.65	0.6	0
0.8	1.8	0.6	2.05	0.6	1.8
0.8	1.8	0.6	1.8	0.6	1.55
0.8	2.6	0.6	3.45	0.6	2.6
0.8	2.6	0.6	2.6	0.6	2.55
0.8	3.45	0.6	3.45	0.8	2.6
0.9	0.65	0.6	0.65	0.7	0
0.9	1	0.6	1	0.6	0.65
0.9	1	0.6	0.65	0.9	0.65
0.9	1.55	0.6	1.55	0.6	1
0.9	1.55	0.6	1	0.9	1
0.9	1.55	0.8	1.8	0.6	1.55
0.9	1.8	0.8	1.8	0.9	1.55
0.9	2.05	0.6	2.05	0.8	1.8
0.9	2.05	0.8	1.8	0.9	1.8
0.9	2.55	0.6	2.55	0.6	2.05
0.9	2.55	0.6	2.05	0.9	2.05
0.9	2.55	0.8	2.6	0.6	2.55
0.9	2.6	0.8	3.45	0.8	2.6
0.9	2.6	0.8	2.6	0.9	2.55
0.9	3.45	0.8	3.45	0.9	2.6
