1.625	-0.1	79.0523	13.3213
1.625	0	60.463	10.7907
1.625	0.1	53.492	9.86761
1.625	0.2	82.3468	13.3372
1.625	0.3	85.4503	12.6687
1.625	0.4	80.4051	11.9844
1.625	0.5	77.9382	13.5123
1.625	0.6	91.0048	16.5999
1.625	0.7	115.562	23.8732
1.635	-0.5	65.54	13.3372
1.635	-0.4	73.1794	12.1117
1.635	-0.3	87.5511	13.6396
1.635	-0.2	74.4686	12.1435
1.635	-0.1	67.2111	10.6793
1.635	0	75.7578	9.72437
1.635	0.1	84.6227	9.77211
1.635	0.2	97.2914	10.6156
1.635	0.3	88.5538	11.4592
1.635	0.4	100.188	15.072
1.635	0.5	89.0631	13.2894
1.635	0.6	83.2062	10.9817
1.635	0.7	94.8086	11.4751
1.635	0.8	74.7869	17.4911
1.645	-0.5	91.6096	14.1648
1.645	-0.4	80.1504	11.3159
1.645	-0.3	81.6306	11.9366
1.645	-0.2	91.0207	13.3531
1.645	-0.1	65.6196	10.8544
1.645	0	101.063	11.5228
1.645	0.1	105.504	10.3928
1.645	0.2	111.997	12.3982
1.645	0.3	134.438	17.507
1.645	0.4	107.652	11.4432
1.645	0.5	111.504	10.3451
1.645	0.6	165.171	13.5759
1.645	0.7	162.163	14.8492
1.645	0.8	172.206	18.0482
1.655	-0.1	101.716	11.1249
1.655	0	111.886	10.5361
1.655	0.1	129.632	10.8066
1.655	0.2	144.051	16.202
1.655	0.3	151.006	14.5627
1.655	0.4	138.528	9.48563
1.655	0.5	157.388	10.5997
1.655	0.6	162.036	11.5546
1.655	0.7	149.446	12.0799
1.655	0.8	179.766	16.2179
1.665	0	143.446	12.1913
1.665	0.1	166.778	13.6873
1.665	0.2	161.813	20.34
1.665	0.3	167.606	13.1621
1.665	0.4	161.017	10.7907
1.665	0.5	174.816	12.3186
1.665	0.6	191.336	13.6873
1.665	0.7	211.549	16.2656
1.665	0.8	203.702	18.0959
1.675	-0.5	167.383	21.8838
1.675	-0.4	176.391	15.1356
1.675	-0.3	157.309	13.4486
1.675	-0.2	177.171	14.1011
1.675	-0.1	187.405	14.2285
1.675	0	166.285	9.46972
1.675	0.1	186.482	10.4883
1.675	0.2	182.455	18.0004
1.675	0.3	217.708	10.8225
1.675	0.4	204.387	9.69254
1.675	0.5	214.477	12.3504
1.675	0.6	226.891	13.0348
1.675	0.7	255.062	16.2816
1.675	0.8	260.553	18.0959
1.685	-0.5	151.85	14.0056
1.685	-0.4	153.441	11.8252
1.685	-0.3	188.217	12.7642
1.685	-0.2	194.646	13.1621
1.685	-0.1	203.862	11.1886
1.685	0	177.585	8.88085
1.685	0.1	194.615	8.80127
1.685	0.2	205.565	14.3876
1.685	0.3	204.737	9.05592
1.685	0.4	224.918	9.13549
