-0.775	1.8	0.62577	0.826544	-0.194052	1.26699	
-0.775	2.6	0.238482	1.00339	-1.27987	2.19534	
-0.775	3.45	0.266484	2.15695	22.8361	32.5494	
-0.65	0	0	0	-0.789802	0.0439024	
-0.649	0	0	0	0.0530793	0.066216	
-0.647	0	0	0	-0.785859	0.0299101	
-0.646	0	0	0	-0.1398	0.0663298	
-0.6	0.65	-0.624156	0.237316	-0.0502079	0.456052	
-0.6	1	56.3451	9.32048	0.240704	1.57031	
-0.564	0	0	0	-0.533554	0.0400022	
-0.558	0	0	0	-0.583645	0.0420577	
-0.557	0	0	0	-0.741851	0.0442391	
-0.556	0	0	0	-0.359924	0.0456664	
-0.554	0	0	0	-0.125746	0.0538518	
-0.552	0	0	0	-0.234503	0.051833	
-0.525	1.8	0.441012	1.4137	0.0988398	2.19428	
-0.525	2.6	-0.304495	1.54538	-0.370472	2.7508	
-0.525	3.45	-0.544971	2.67292	-0.519556	4.58393	
-0.451	0	0	0	-0.533107	0.0526645	
-0.45	0	0	0	0.12987	0.0698338	
-0.3	1.8	-0.347757	0.771734	-0.222597	1.32948	
-0.3	2.6	-0.385645	1.28387	0.0633821	2.05457	
-0.3	3.45	-0.312602	1.8158	0.39474	3.43753	
-0.297	0	0	0	-0.598731	0.0557809	
-0.25	0.65	-1.11731	0.234954	-0.296989	0.400714	
-0.25	1	-1.08989	0.445345	-1.5077	0.843658	
-0.25	1.55	-0.724257	0.45644	0.808835	0.799419	
-0.25	2.05	-0.761824	0.673232	-0.646265	1.35078	
-0.25	2.55	-1.5845	1.73972	1.0811	2.76621	
-0.248	0	0	0	-0.123531	0.0644932	
-0.244	0	0	0	-0.442913	0.0596901	
-0.242	0	0	0	-0.383905	0.0602791	
-0.241	0	0	0	-0.59277	0.0513471	
-0.239	0	0	0	-0.532134	0.0611653	
-0.198	0	0	0	-0.579243	0.0470993	
-0.12	0	0	0	-0.524417	0.045904	
-0.116	0	0	0	-0.432398	0.0423084	
-0.1	1.8	-0.466809	0.320504	-0.090052	0.530484	
-0.1	2.6	-0.91208	0.509738	-0.0596258	0.757616	
-0.1	3.45	-0.59538	0.712566	0.202518	1.42636	
-0.097	0	0	0	-0.543121	0.0412734	
-0.044	0	0	0	-0.700825	0.0555883	
-0.043	0	0	0	-0.569348	0.0586863	
-0.041	0	0	0	-0.668309	0.0372467	
-0.04	0	0	0	-0.660975	0.0435423	
-0.039	0	0	0	-0.654508	0.0386538	
0.001	0	0	0	-0.651062	0.0347012	
0.05	0.65	-0.547059	0.144602	-0.90819	0.28064	
0.05	1	-0.497676	0.232995	-0.316552	0.424809	
0.05	1.55	-0.74126	0.302965	-0.380168	0.539839	
0.05	2.05	-1.14754	0.516596	-0.38946	1.09858	
0.05	2.55	-0.681831	0.469041	-1.08403	1.0714	
0.1	1.8	-0.400742	0.225304	-0.0605336	0.363216	
0.1	2.6	-0.468734	0.310146	0.0390221	0.54266	
0.1	3.45	-0.487034	0.53142	0.266405	1.06428	
0.101	0	0	0	-0.748354	0.0635362	
0.102	0	0	0	-0.708817	0.044226	
0.103	0	0	0	-0.681553	0.0520224	
0.104	0	0	0	-0.653495	0.0462629	
0.2	0	0	0	-0.497525	0.0534316	
0.201	0	0	0	-0.619895	0.0393957	
0.202	0	0	0	-0.605216	0.0504388	
0.299	0	0	0	-0.60755	0.025119	
0.3	0	0	0	-0.567651	0.0386072	
0.3	1.8	-0.230807	0.126426	-0.192177	0.211721	
0.3	2.6	-0.457804	0.193351	-0.130552	0.322082	
0.3	3.45	-1.14586	0.353109	-0.194382	0.550665	
0.301	0	0	0	-0.49717	0.0388775	
0.302	0	0	0	-0.596246	0.049827	
