1.78	-0.240406	0.528901	0.023599
1.78	-0.0454917	0.58349	0.0192771
1.78	0.101509	0.614029	0.0256065
1.78	0.200829	0.531232	0.0247039
1.78	0.30088	0.516266	0.0240793
1.78	0.399391	0.457285	0.0229755
1.78	0.49972	0.396531	0.023277
1.78	0.598958	0.321179	0.0237532
1.78	0.698193	0.300028	0.0258323
1.78	0.79637	0.229561	0.0294353
1.81	-0.446691	0.53335	0.0246372
1.81	-0.297459	0.664829	0.0263881
1.81	-0.198256	0.600364	0.0241881
1.81	-0.0989935	0.596762	0.0218407
1.81	-0.00016655	0.619697	0.0204693
1.81	0.100947	0.582492	0.0207787
1.81	0.200888	0.601596	0.0190029
1.81	0.300531	0.563645	0.0189955
1.81	0.40098	0.495867	0.0185039
1.81	0.499292	0.419242	0.018723
1.81	0.599283	0.387004	0.0193291
1.81	0.698258	0.30608	0.020977
1.81	0.797393	0.20773	0.0248503
1.85	-0.464802	0.559671	0.0224965
1.85	-0.297591	0.657009	0.0260548
1.85	-0.199155	0.624967	0.0230544
1.85	-0.0989155	0.606297	0.0208476
1.85	0.000116011	0.587838	0.0201042
1.85	0.100585	0.579918	0.0200118
1.85	0.200449	0.582525	0.0182572
1.85	0.299887	0.51556	0.0184025
1.85	0.40072	0.500511	0.0180474
1.85	0.499133	0.44175	0.018496
1.85	0.599084	0.406333	0.0194613
1.85	0.698104	0.304956	0.0212948
1.85	0.796059	0.213074	0.0249343
1.89	-0.473368	0.476922	0.0151825
1.89	-0.297922	0.579326	0.0178941
1.89	-0.197876	0.608352	0.0155745
1.89	-0.0985626	0.585837	0.0140381
1.89	-5.55868e-06	0.604619	0.013372
1.89	0.100754	0.566741	0.0135415
1.89	0.200511	0.548599	0.0122806
1.89	0.299897	0.525413	0.0124999
1.89	0.400785	0.46918	0.0125338
1.89	0.499901	0.41243	0.0128178
1.89	0.599356	0.370572	0.0134404
1.89	0.697784	0.315374	0.014606
1.89	0.796397	0.215409	0.0170119
1.93	-0.479831	0.437522	0.0209761
1.93	-0.296493	0.543457	0.0250807
1.93	-0.197851	0.585092	0.0209807
1.93	-0.0982182	0.561872	0.0198397
1.93	0.000511758	0.561414	0.0181617
1.93	0.10114	0.537948	0.0180858
1.93	0.200119	0.494421	0.0172622
1.93	0.299532	0.528147	0.0172371
1.93	0.400115	0.445843	0.0176664
1.93	0.499212	0.408939	0.0175254
1.93	0.599285	0.363908	0.0183956
1.93	0.698413	0.287011	0.019842
1.93	0.796803	0.24992	0.0225022
1.97	-0.48347	0.553893	0.0234653
1.97	-0.296216	0.619895	0.026209
1.97	-0.19765	0.589023	0.022886
1.97	-0.0979386	0.556467	0.0210863
1.97	1.5393e-05	0.504238	0.0197638
1.97	0.101911	0.475287	0.0193344
1.97	0.201041	0.417906	0.0181449
1.97	0.299804	0.37333	0.0184035
1.97	0.400711	0.291955	0.0183953
1.97	0.500183	0.291862	0.0176608
1.97	0.599568	0.264099	0.0175307
1.97	0.699549	0.277061	0.0181001
1.97	0.797302	0.244136	0.01975
2.01	-0.491486	0.677895	0.0307585
2.01	-0.23768	0.605514	0.0235008
2.01	-0.0442704	0.487762	0.0188581
2.01	0.102443	0.395016	0.0241652
2.01	0.200286	0.363929	0.0224989
2.01	0.300221	0.251588	0.0227619
2.01	0.400817	0.230068	0.0221059
2.01	0.500295	0.224552	0.0212577
2.01	0.600286	0.236917	0.0208317
2.01	0.699428	0.244865	0.0205741
2.01	0.797822	0.286592	0.022083
2.05	-0.237089	0.554408	0.0328007
2.05	-0.0448456	0.398514	0.0258665
2.05	0.102706	0.268536	0.0326036
2.05	0.200317	0.205208	0.0302833
2.05	0.30011	0.188341	0.0291915
2.05	0.40098	0.164354	0.0280999
2.05	0.501114	0.205045	0.026017
2.05	0.600658	0.285812	0.0245276
2.05	0.700318	0.259504	0.0247958
2.05	0.797749	0.330741	0.0253546
2.09	-0.235703	0.378498	0.0340923
2.09	-0.0441987	0.284144	0.0253256
2.09	0.102764	0.169077	0.0313424
2.09	0.200283	0.184523	0.02866
2.09	0.300714	0.109976	0.0273487
2.09	0.401703	0.151191	0.0253189
2.09	0.501604	0.206853	0.0233189
2.09	0.60061	0.292771	0.0218947
2.09	0.699664	0.392796	0.0211035
2.09	0.797938	0.452446	0.021755
2.13	-0.116211	0.233955	0.0282429
2.13	0.10143	0.128065	0.042597
2.13	0.200449	0.103356	0.0394762
2.13	0.301788	0.0876167	0.0366082
2.13	0.401309	0.240137	0.0334451
2.13	0.501709	0.284894	0.0300506
2.13	0.601145	0.409326	0.0272978
2.13	0.699673	0.492941	0.0256535
2.13	0.797759	0.548005	0.0265847
2.17	-0.558796	0.620309	0.0394184
2.17	-0.11743	0.0572735	0.0283019
2.17	0.102556	-0.0289588	0.041679
2.17	0.200667	0.0236137	0.0379391
2.17	0.301868	0.0951806	0.0351955
2.17	0.402684	0.247625	0.0315346
2.17	0.502063	0.399643	0.0272877
2.17	0.601413	0.594702	0.0244159
2.17	0.700283	0.715398	0.0225861
2.17	0.797429	0.717639	0.023319
