1.825	1.8	0.825	0.95	286.487	6.225	-18.771	7.255	-17.842	11.732	1.244	23.024	
1.875	1.8	0.8128	-0.775	33.422	2.204	-4.076	2.696	3.112	4.231	4.732	7.001	
1.875	1.8	0.8128	-0.525	35.432	1.787	-0.461	2.016	-8.264	3.421	12.556	6.137	
1.875	1.8	0.8128	-0.3	42.126	1.933	-12.409	2.287	-1.971	3.721	16.282	6.172	
1.875	1.8	0.8128	-0.1	51.044	2.128	-15.067	2.648	-7.953	4.169	17.752	6.651	
1.875	1.8	0.8128	0.1	80.835	2.876	-14.237	3.957	-2.948	5.869	2.281	8.249	
1.875	1.8	0.8128	0.3	89.921	2.587	-14.172	3.193	-15.009	5.156	14.186	8.412	
1.875	1.8	0.8128	0.5	131.759	3.333	-4.113	4.427	7.959	6.901	17.432	10.33	
1.875	1.8	0.8128	0.675	156.688	4.856	-15.164	5.472	-1.346	8.899	17.294	14.296	
1.875	1.8	0.8128	0.825	188.17	4.369	-8.223	4.835	0.523	8.337	7.805	15.029	
1.875	1.8	0.8128	0.95	271.251	5.749	-13.486	6.928	-7.443	11.099	1.845	20.896	
1.925	1.8	0.7996	-0.775	27.031	1.979	0.736	2.554	12.302	3.748	5.29	5.508	
1.925	1.8	0.7996	-0.525	24.18	1.394	-0.338	1.57	-8.355	2.727	6.388	4.923	
1.925	1.8	0.7996	-0.3	24.822	1.426	-2.18	1.706	-2.593	2.797	10.159	4.942	
1.925	1.8	0.7996	-0.1	36.896	1.761	-8.437	2.132	-6.328	3.49	4.168	5.845	
1.925	1.8	0.7996	0.1	46.913	2.009	-15.607	2.742	-11.717	4.197	5.987	5.816	
1.925	1.8	0.7996	0.3	77.949	2.454	-11.029	3.348	-5.682	5.178	11.527	7.528	
1.925	1.8	0.7996	0.5	107.04	2.698	-14.391	3.431	0.885	5.532	7.101	8.562	
1.925	1.8	0.7996	0.675	133.85	4.34	-7.409	5.45	1.799	8.335	23.799	12.067	
1.925	1.8	0.7996	0.825	187.544	4.408	-6.221	4.842	-0.153	8.414	14.897	14.692	
1.925	1.8	0.7996	0.95	258.416	5.275	-13.708	6.327	-1.508	10.371	29.505	19.003	
1.975	1.8	0.7836	-0.775	25.178	1.771	1.337	2.271	3.012	3.486	11.471	6.436	
1.975	1.8	0.7836	-0.525	11.039	0.89	1.571	1.068	-1.891	1.713	5.935	2.962	
1.975	1.8	0.7836	-0.3	14.053	1.157	-1.055	1.397	-1.211	2.309	7.86	3.814	
1.975	1.8	0.7836	-0.1	21.799	1.34	-6.038	1.525	-6.702	2.678	5.327	4.48	
1.975	1.8	0.7836	0.1	40.692	1.794	-12.815	2.268	-12.47	3.675	0.945	5.872	
1.975	1.8	0.7836	0.3	63.626	2.217	-17.491	3.105	-11.993	4.787	3.823	6.467	
1.975	1.8	0.7836	0.5	96.62	2.481	-3.764	3.296	1.465	5.239	14.909	7.836	
1.975	1.8	0.7836	0.675	113.25	3.812	-5.78	5.089	6.848	7.679	25.921	10.529	
1.975	1.8	0.7836	0.825	154.553	4.228	-6.056	4.962	21.237	7.941	8.127	12.177	
1.975	1.8	0.7836	0.95	247.78	4.911	-19.916	5.925	23.196	9.853	5.877	17.057	
2.025	1.8	0.7683	-0.775	7.431	1.011	2.392	1.326	1.898	1.901	3.145	2.886	
2.025	1.8	0.7683	-0.525	4.266	0.594	1.114	0.702	-1.46	1.143	0.718	1.988	
2.025	1.8	0.7683	-0.3	8.249	0.863	-3.179	1.007	-2.14	1.794	5.297	2.889	
2.025	1.8	0.7683	-0.1	17.626	1.159	-6.089	1.349	-5.462	2.349	1.516	3.831	
2.025	1.8	0.7683	0.1	36.631	1.607	-9.165	1.981	-8.401	3.282	9.061	5.163	
2.025	1.8	0.7683	0.3	53.227	2.07	-12.096	3.04	-8.126	4.588	3.53	5.726	
2.025	1.8	0.7683	0.5	74.726	2.149	-4.601	2.971	-6.931	4.7	5.325	6.628	
2.025	1.8	0.7683	0.675	93.162	3.126	-6.199	4.273	-9.856	6.712	6.925	9.272	
2.025	1.8	0.7683	0.825	127.029	4.044	-12.532	4.795	5.944	7.697	8.839	11.261	
2.025	1.8	0.7683	0.95	224.677	4.534	-20.301	5.529	22.948	9.273	34.579	15.597	
2.075	1.8	0.7489	-0.775	3.617	0.701	0.47	0.888	-0.452	1.418	1.4	2.297	
2.075	1.8	0.7489	-0.525	2.154	0.472	0.633	0.593	-0.201	0.915	0.046	1.423	
2.075	1.8	0.7489	-0.3	9.821	0.962	-4.01	1.193	-1.152	2.006	0.28	3.163	
2.075	1.8	0.7489	-0.1	17.95	1.112	-4.55	1.351	-3.316	2.329	5.151	3.618	
2.075	1.8	0.7489	0.1	27.363	1.334	-7.17	1.618	-8.42	2.798	8	4.42	
2.075	1.8	0.7489	0.3	43.72	1.724	-15.333	2.358	-12.863	3.751	6.903	5.153	
2.075	1.8	0.7489	0.5	64.84	2.139	-0.813	3.247	-3.495	4.984	12.613	5.941	
2.075	1.8	0.7489	0.675	88.089	3.013	-3.445	4.36	6.019	6.747	8.03	8.567	
2.075	1.8	0.7489	0.825	127.83	4.398	-12.821	5.438	6.36	8.262	7.415	11.905	
2.075	1.8	0.7489	0.95	233.279	4.728	-8.143	5.893	16.51	9.919	2.456	16.333	
2.125	1.8	0.7287	-0.775	1.072	0.544	0.468	0.742	0.404	0.968	-0.199	1.364	
2.125	1.8	0.7287	-0.525	2.133	0.457	0.49	0.585	-0.207	0.932	-0.669	1.431	
2.125	1.8	0.7287	-0.3	6.925	0.759	-3.768	0.956	-1.348	1.667	0.832	2.502	
2.125	1.8	0.7287	-0.1	11.408	0.891	-3.384	1.125	-1.496	1.919	5.424	2.786	
2.125	1.8	0.7287	0.1	21.016	1.131	-4.729	1.452	-2.65	2.443	5.793	3.619	
2.125	1.8	0.7287	0.3	35.946	1.508	-6.587	1.971	-11.704	3.221	5.666	4.569	
2.125	1.8	0.7287	0.5	52.237	2.043	-3.963	3.169	-5.995	4.794	12.245	5.23	
2.125	1.8	0.7287	0.675	78.549	2.729	-8.973	3.942	-3.984	6.24	8.441	8.047	
2.125	1.8	0.7287	0.825	131.838	4.731	-12.736	6.511	25.95	9.351	6.788	11.256	
2.125	1.8	0.7287	0.95	216.705	4.576	-4.123	5.864	14.374	9.862	13.363	15.282	
2.175	1.8	0.7042	-0.775	0.615	0.41	0.496	0.575	0.15	0.7	-0.212	0.838	
2.175	1.8	0.7042	-0.525	1.215	0.372	0.215	0.471	-0.34	0.805	0.394	1.24	
2.175	1.8	0.7042	-0.3	3.723	0.511	-2.369	0.698	0.712	1.205	-0.01	1.462	
2.175	1.8	0.7042	-0.1	8.442	0.779	-3.437	0.986	-1.921	1.731	-1.618	2.567	
2.175	1.8	0.7042	0.1	15.331	0.977	-3.639	1.27	-2.018	2.185	4.017	3.125	
2.175	1.8	0.7042	0.3	29.318	1.37	-6.916	1.877	-2	3.054	7.457	4.124	
2.175	1.8	0.7042	0.5	47.444	2.282	1.396	3.782	-1.904	5.529	-1.892	5.096	
2.175	1.8	0.7042	0.675	74.63	2.625	-9.092	3.897	-10.737	6.241	4.61	7.628	
2.175	1.8	0.7042	0.825	110.492	4.347	-21.244	5.937	-5.451	9.028	12.167	11.064	
2.175	1.8	0.7042	0.95	226.21	4.853	-0.387	6.423	6.357	10.778	22.006	16.307	
2.225	1.8	0.6791	-0.775	0.747	0.422	0.372	0.554	-0.297	0.897	0.056	1.377	
2.225	1.8	0.6791	-0.525	0.896	0.303	0.318	0.426	0.259	0.635	-0.261	0.658	
2.225	1.8	0.6791	-0.3	3.057	0.502	-2.09	0.7	0.425	1.172	0.77	1.494	
2.225	1.8	0.6791	-0.1	5.304	0.644	-2.256	0.855	-0.994	1.471	1.694	1.978	
2.225	1.8	0.6791	0.1	13.459	0.931	-2.987	1.224	-3.464	2.155	2.061	3.038	
2.225	1.8	0.6791	0.3	21.759	1.191	-3.02	1.61	-4.137	2.723	-0.198	3.706	
2.225	1.8	0.6791	0.5	45.294	2.178	-2.703	3.548	-4.714	5.229	7.557	5.194	
2.225	1.8	0.6791	0.675	69.843	2.609	-2.058	4.028	-5.571	6.353	14.74	7.188	
2.225	1.8	0.6791	0.825	104.07	4.077	-29.275	5.584	-21.914	9.139	13.965	10.899	
2.225	1.8	0.6791	0.95	206.146	4.867	-1.311	6.627	1.892	11.144	3.814	15.629	
2.275	1.8	0.6516	-0.775	1.319	0.435	0.856	0.636	0.324	0.906	0.661	1.064	
2.275	1.8	0.6516	-0.525	0.592	0.283	0.118	0.341	-0.426	0.665	-0.064	0.909	
2.275	1.8	0.6516	-0.3	2.13	0.454	-1.001	0.597	-0.83	1.081	0.788	1.419	
2.275	1.8	0.6516	-0.1	4.144	0.579	-2.248	0.795	-0.924	1.378	-0.365	1.812	
2.275	1.8	0.6516	0.1	8.947	0.782	-2.374	1.071	-1.451	1.886	2.74	2.558	
2.275	1.8	0.6516	0.3	18.905	1.111	-2.558	1.575	-1.649	2.662	3.145	3.417	
2.275	1.8	0.6516	0.5	32.077	1.525	-12.799	2.22	-15.942	3.676	0.705	4.467	
2.275	1.8	0.6516	0.675	60.098	2.586	-2.432	4.174	-15.815	6.582	3.495	7.009	
2.275	1.8	0.6516	0.825	104.867	4.367	-11.89	6.6	-14.22	10.016	16.807	10.867	
2.275	1.8	0.6516	0.95	197.126	5.115	-9.335	7.007	-14.887	12.164	4.133	16.664	
2.325	1.8	0.621	-0.775	1.151	0.378	0.397	0.527	-0.475	0.912	-0.292	1.363	
2.325	1.8	0.621	-0.525	0.322	0.249	0.129	0.372	0.089	0.587	-0.049	0.595	
2.325	1.8	0.621	-0.3	1.493	0.416	-0.247	0.608	-0.08	1.054	0.369	1.369	
2.325	1.8	0.621	-0.1	1.607	0.444	-0.496	0.647	-0.246	1.126	0.852	1.318	
2.325	1.8	0.621	0.1	8.711	0.736	-2.167	1.076	0.148	1.861	2.001	2.332	
2.325	1.8	0.621	0.3	14.521	0.963	-2.815	1.367	-5.027	2.435	1.983	3.087	
2.325	1.8	0.621	0.5	28.391	1.548	-6.791	2.375	-9.985	3.846	3.373	4.321	
2.325	1.8	0.621	0.675	59.63	2.772	-4.05	4.702	-18.449	7.305	13.134	7.409	
2.325	1.8	0.621	0.825	91.286	4.176	-9.4	6.744	-10.485	10.25	13.417	10.214	
2.325	1.8	0.621	0.95	195.204	5.524	-21.99	7.741	-11.441	13.691	7.225	17.745	
2.375	1.8	0.5907	-0.775	0.995	0.321	0.796	0.536	-0.086	0.888	-0.622	0.831	
2.375	1.8	0.5907	-0.525	0.286	0.218	0.108	0.372	0.131	0.614	0.047	0.474	
2.375	1.8	0.5907	-0.3	1.247	0.37	-0.355	0.468	-1.303	0.989	1.145	1.234	
2.375	1.8	0.5907	-0.1	2.815	0.492	-0.586	0.733	-0.788	1.31	1.174	1.691	
2.375	1.8	0.5907	0.1	4.328	0.564	-1.745	0.842	-0.379	1.488	1.119	1.761	
2.375	1.8	0.5907	0.3	13.04	0.898	-1.623	1.373	-1.659	2.378	0.508	2.784	
2.375	1.8	0.5907	0.5	28.562	1.52	-6.545	2.408	-6.18	3.944	6.688	4.34	
2.375	1.8	0.5907	0.675	55.829	2.936	-4.554	5.314	-11.836	8.113	6.571	7.076	
2.375	1.8	0.5907	0.825	89.385	4.015	-10.644	6.692	-23.331	10.583	9.048	10.21	
2.375	1.8	0.5907	0.95	166.379	5.398	-29.836	7.829	-8.228	14.215	12.066	17.057	
2.425	1.8	0.5588	-0.775	0.526	0.227	0.354	0.321	-0.354	0.608	0.085	0.639	
2.425	1.8	0.5588	-0.525	1.021	0.267	0.56	0.446	0.931	0.694	-0.251	0.63	
2.425	1.8	0.5588	-0.3	0.305	0.218	-0.013	0.348	-0.033	0.615	-0.132	0.628	
2.425	1.8	0.5588	-0.1	1.481	0.368	-0.67	0.556	-0.595	1.017	-0.237	1.203	
2.425	1.8	0.5588	0.1	3.611	0.516	-1.936	0.806	-0.412	1.419	0.249	1.517	
2.425	1.8	0.5588	0.3	9.91	0.804	-1.173	1.276	-0.918	2.25	1.52	2.532	
2.425	1.8	0.5588	0.5	22.712	1.255	-6.876	1.949	-10.334	3.488	8.748	3.982	
2.425	1.8	0.5588	0.675	47.759	2.451	-5.183	4.118	-21.413	6.669	13.167	6.96	
2.425	1.8	0.5588	0.825	69.949	3.386	-19.103	5.497	-35.685	9.474	15.546	9.83	
2.425	1.8	0.5588	0.95	158.855	5.975	-20.212	8.921	-18.023	16.16	22.825	19.011	
2.475	1.8	0.5289	-0.775	1.19	0.272	0.295	0.38	-1.414	0.812	0.67	0.999	
2.475	1.8	0.5289	-0.525	0.261	0.182	0.106	0.309	0.073	0.528	0.236	0.481	
2.475	1.8	0.5289	-0.3	0.635	0.257	-0.121	0.414	-0.105	0.764	0.116	0.817	
2.475	1.8	0.5289	-0.1	1.049	0.305	-0.745	0.503	0.195	0.883	-0.066	0.878	
2.475	1.8	0.5289	0.1	4.185	0.481	-1.728	0.806	0.685	1.418	-0.846	1.44	
2.475	1.8	0.5289	0.3	7.467	0.677	-1.465	1.115	-0.907	2.009	3.075	2.195	
2.475	1.8	0.5289	0.5	19.068	1.133	-5.628	1.81	-9.935	3.329	2.574	3.619	
2.475	1.8	0.5289	0.675	40	0	-1.747	0	-23.759	0	0.22	0.21	
2.475	1.8	0.5289	0.825	62.17	3.208	-16.29	5.418	-58.12	9.59	9.205	9.396	
2.475	1.8	0.5289	0.95	142.048	5.008	-27.197	8.655	-14.85	5.947	21.731	16.922	
2.525	1.8	0.4983	-0.775	0.542	0.228	0.324	0.421	-0.018	0.726	0.029	0.606	
2.525	1.8	0.4983	-0.525	0.033	0.08	0.004	0.139	-0.003	0.253	0.025	0.246	
2.525	1.8	0.4983	-0.3	0.19	0.167	0.022	0.276	-0.035	0.518	0.107	0.483	
2.525	1.8	0.4983	-0.1	1.139	0.275	-0.569	0.504	0.971	0.871	0.182	0.716	
2.525	1.8	0.4983	0.1	0.858	0.313	-0.308	0.565	0.241	1.006	0.006	0.843	
2.525	1.8	0.4983	0.3	6.619	0.607	-1.199	1.062	0.116	1.913	0.041	1.861	
2.525	1.8	0.4983	0.5	14.121	0.998	-2.634	1.699	-3.845	3.072	2.375	3.176	
2.525	1.8	0.4983	0.675	32.728	2.297	-1.327	4.236	-19.686	6.677	0.94	5.876	
2.525	1.8	0.4983	0.825	59.679	3.378	-13.19	6.679	-40.798	10.964	7.505	8.835	
2.525	1.8	0.4983	0.95	125.285	5.543	-31.047	8.584	-15.969	16.91	17.107	17.861	
2.575	1.8	0.4658	-0.775	0.138	0.143	0.165	0.276	-0.045	0.548	-0.015	0.062	
2.575	1.8	0.4658	-0.525	0.049	0.09	0.067	0.192	0.025	0.27	-0.018	0.103	
2.575	1.8	0.4658	-0.3	0.066	0.097	0.002	0.2	-0.013	0.328	0.074	0.247	
2.575	1.8	0.4658	-0.1	0.823	0.223	-0.447	0.411	0.115	0.758	0.202	0.653	
2.575	1.8	0.4658	0.1	1.813	0.342	-1.593	0.631	0.627	1.067	0.15	0.905	
2.575	1.8	0.4658	0.3	3.404	0.455	-1.276	0.814	-0.862	1.552	0.925	1.439	
2.575	1.8	0.4658	0.5	11.764	0.865	-2.91	1.497	-3.791	2.885	-0.62	2.719	
2.575	1.8	0.4658	0.675	27.487	1.877	-4.234	3.375	-22.766	5.878	9.884	5.634	
2.575	1.8	0.4658	0.825	46.04	3.245	-20.288	7.366	-57.145	12.33	2.788	8.377	
2.575	1.8	0.4658	0.95	81.911	5.041	-24.8	8.319	-21.41	16.828	15.978	17.373	
1.63	2.6	0.8055	-0.775	39.371	2.714	-10.08	3.186	3.433	5.255	2.233	10.879	
1.63	2.6	0.8055	-0.525	32.133	2.593	6.547	2.882	-14.066	4.87	11.477	9.247	
1.63	2.6	0.8055	-0.3	28.344	2.578	8.043	3.331	22.749	4.32	-3.544	5.799	
1.63	2.6	0.8055	-0.1	32.515	2.628	-0.073	2.871	-1.494	4.939	7.284	10.202	
1.63	2.6	0.8055	0.1	29.192	2.473	-0.677	2.681	1.028	4.723	8.809	9.764	
1.63	2.6	0.8055	0.3	40.419	2.766	-2.197	2.861	-6.408	5.347	-8.085	12.035	
1.63	2.6	0.8055	0.5	33.682	2.701	-3.009	2.733	-8.605	5.273	17.057	11.636	
1.63	2.6	0.8055	0.675	37.287	3.266	-0.664	3.677	4.234	6.353	-10.895	14.718	
1.63	2.6	0.8055	0.825	49.061	3.894	-2.613	3.893	-17.219	7.596	17.311	18.235	
1.63	2.6	0.8055	0.95	42.314	5.401	2.906	6.161	0.141	10.405	4.638	20.76	
1.675	2.6	0.7963	-0.775	45.333	2.5	-0.773	3.069	11.536	4.603	4.023	8.003	
1.675	2.6	0.7963	-0.525	43.424	2.346	4.299	2.909	4.033	4.353	4.118	8.008	
1.675	2.6	0.7963	-0.3	39.183	2.253	-0.353	2.72	2.814	4.273	10.878	7.238	
1.675	2.6	0.7963	-0.1	46.96	2.45	-7.85	2.654	-7.368	4.787	15.654	9.126	
1.675	2.6	0.7963	0.1	48.409	2.509	-9.234	2.676	-1.725	4.876	5.96	9.103	
1.675	2.6	0.7963	0.3	49.425	2.42	-7.515	2.6	1.755	4.729	-7.391	8.549	
1.675	2.6	0.7963	0.5	57.4	2.443	-3.193	2.524	-7.386	4.81	-6.179	9.447	
1.675	2.6	0.7963	0.675	85.619	3.199	-11.506	3.466	-7.243	6.341	20.202	13.642	
1.675	2.6	0.7963	0.825	100.91	3.376	-8.186	3.613	-16.455	6.69	29.334	14.702	
1.675	2.6	0.7963	0.95	136.575	5.105	-7.654	5.744	-3.391	10.049	0.286	21.136	
1.725	2.6	0.7804	-0.775	29	1.821	-2.528	2.278	-1.83	3.692	6.613	6.453	
1.725	2.6	0.7804	-0.525	29.904	1.622	0.849	2.115	0.042	3.391	8.73	5.669	
1.725	2.6	0.7804	-0.3	35.099	1.8	-5.188	2.176	-5.846	3.645	-5.609	6.725	
1.725	2.6	0.7804	-0.1	46.46	2.128	-10.934	2.717	-1.458	4.387	10.29	7.63	
1.725	2.6	0.7804	0.1	58.272	2.45	-12.842	3.162	2.804	5.096	0.774	8.387	
1.725	2.6	0.7804	0.3	68.679	2.84	-16.896	3.278	-7.671	5.693	4.152	9.662	
1.725	2.6	0.7804	0.5	99.876	3.189	-22.111	3.483	-10.851	6.384	4.289	11.353	
1.725	2.6	0.7804	0.675	112.64	3.448	-11.353	3.914	-2.696	6.92	11.473	12.925	
1.725	2.6	0.7804	0.825	166.315	3.794	-12.572	4.33	-6.691	7.632	-1.07	15.733	
1.725	2.6	0.7804	0.95	231.812	5.99	-7.657	6.856	-23.009	11.977	-3.239	25.151	
1.775	2.6	0.765	-0.775	13.2	1.389	-2.863	1.877	-3.429	2.968	2.739	4.561	
1.775	2.6	0.765	-0.525	21.431	1.412	-1.744	1.907	-2.967	2.94	5.846	4.642	
1.775	2.6	0.765	-0.3	33.47	1.721	-5.174	2.349	0.696	3.673	15.057	5.7	
1.775	2.6	0.765	-0.1	43.362	1.861	-10.883	2.439	0.536	3.87	6.828	6.238	
1.775	2.6	0.765	0.1	63.916	2.254	-15.366	3.011	5.46	4.785	3.566	7.616	
1.775	2.6	0.765	0.3	87.489	2.89	-13.806	3.876	5.456	6.112	9.747	9.546	
1.775	2.6	0.765	0.5	96.245	2.974	-13.681	3.53	-1.279	6.016	12.578	9.769	
1.775	2.6	0.765	0.675	121.033	3.502	-7.851	3.999	1.985	7.125	16.765	11.837	
1.775	2.6	0.765	0.825	145.349	3.427	-11.448	3.972	-12.47	7.053	-13.82	13.739	
1.775	2.6	0.765	0.95	197.586	5.07	-9.658	6.164	3.697	10.353	4.901	20.479	
1.825	2.6	0.7481	-0.775	13.869	1.404	0.359	1.889	-0.073	2.865	4.733	4.366	
1.825	2.6	0.7481	-0.525	18.011	1.213	-3.032	1.623	-4.922	2.638	4.35	4.25	
1.825	2.6	0.7481	-0.3	31.761	1.819	-3.6	2.719	-1.027	4.088	14.491	5.559	
1.825	2.6	0.7481	-0.1	43.899	2.04	-7.806	3.034	4.776	4.634	17.475	6.177	
1.825	2.6	0.7481	0.1	51.878	1.903	-9.74	2.567	-0.317	4.122	11.22	6.407	
1.825	2.6	0.7481	0.3	73.405	2.34	-13.872	3.251	-0.548	5.245	10.992	8.031	
1.825	2.6	0.7481	0.5	79.359	2.71	-9.707	3.554	0.504	5.679	12.466	8.545	
1.825	2.6	0.7481	0.675	94.545	3.203	-2.476	3.754	-2.099	6.589	13.147	10.519	
1.825	2.6	0.7481	0.825	126.876	3.225	-4.565	3.73	-6.402	6.755	6.678	11.991	
1.825	2.6	0.7481	0.95	167.261	4.454	-17.693	5.354	-15.309	9.311	11.543	17.549	
1.875	2.6	0.7306	-0.775	16.505	1.291	-0.002	1.571	-5.219	2.724	5.943	4.785	
1.875	2.6	0.7306	-0.525	17.378	1.058	-5.197	1.317	-4.688	2.265	6.535	3.589	
1.875	2.6	0.7306	-0.3	27.796	1.491	-6.68	1.962	-6.983	3.221	9.477	5.294	
1.875	2.6	0.7306	-0.1	32.799	1.747	-8.659	2.556	-2.481	3.919	13.165	5.216	
1.875	2.6	0.7306	0.1	48.783	1.913	-11.629	2.801	3.631	4.37	-1.768	5.951	
1.875	2.6	0.7306	0.3	57.461	1.908	-8.734	2.57	-0.023	4.223	4.117	6.534	
1.875	2.6	0.7306	0.5	82.412	2.671	-4.114	3.84	4.628	5.941	0.532	8.14	
1.875	2.6	0.7306	0.675	103.017	3.449	-2.109	4.315	1.109	7.17	9.872	10.841	
1.875	2.6	0.7306	0.825	118.169	3.13	4.727	3.764	0.757	6.653	2.551	11.293	
1.875	2.6	0.7306	0.95	159.88	4.276	-4.335	5.186	-12.127	9.197	26.673	16.519	
1.925	2.6	0.714	-0.775	15.083	1.204	-1.69	1.558	-0.38	2.632	2.163	4.379	
1.925	2.6	0.714	-0.525	13.246	0.909	1.745	1.174	-1.948	1.957	3.482	3.086	
1.925	2.6	0.714	-0.3	15.998	1.068	-4.071	1.424	-1.316	2.355	4.942	3.636	
1.925	2.6	0.714	-0.1	23.056	1.358	-6.64	1.897	-2.985	3.018	8.154	4.334	
1.925	2.6	0.714	0.1	31.89	1.54	-11.971	2.268	-7.937	3.598	5.847	4.837	
1.925	2.6	0.714	0.3	47.367	1.686	-9.839	2.323	-4.479	3.811	4.216	5.801	
1.925	2.6	0.714	0.5	72.32	2.336	0.598	3.386	10.899	5.222	12.417	6.973	
1.925	2.6	0.714	0.675	82.079	3.043	-16.091	3.959	-2.663	6.459	-3.892	9.289	
1.925	2.6	0.714	0.825	112.721	3.059	-1.728	3.715	-5.693	6.669	7.578	10.692	
1.925	2.6	0.714	0.95	160.958	4.121	0.047	5.14	1.876	9.064	15.898	16.254	
