-0.6	0.65	-0.775	1.8	-0.65	0
-0.6	0.65	-0.65	0	-0.649	0
-0.6	0.65	-0.649	0	-0.647	0
-0.6	0.65	-0.647	0	-0.646	0
-0.6	1	-0.775	1.8	-0.6	0.65
-0.564	0	-0.6	0.65	-0.646	0
-0.558	0	-0.6	0.65	-0.564	0
-0.557	0	-0.6	0.65	-0.558	0
-0.556	0	-0.6	0.65	-0.557	0
-0.554	0	-0.6	0.65	-0.556	0
-0.552	0	-0.6	0.65	-0.554	0
-0.525	1.8	-0.775	1.8	-0.6	1
-0.525	2.6	-0.775	2.6	-0.775	1.8
-0.525	2.6	-0.775	1.8	-0.525	1.8
-0.525	3.45	-0.775	3.45	-0.775	2.6
-0.525	3.45	-0.775	2.6	-0.525	2.6
-0.451	0	-0.6	0.65	-0.552	0
-0.45	0	-0.6	0.65	-0.451	0
-0.3	2.6	-0.525	3.45	-0.525	2.6
-0.3	3.45	-0.525	3.45	-0.3	2.6
-0.25	0.65	-0.6	0.65	-0.45	0
-0.25	0.65	-0.45	0	-0.297	0
-0.25	1	-0.6	1	-0.6	0.65
-0.25	1	-0.6	0.65	-0.25	0.65
-0.25	1.55	-0.525	1.8	-0.6	1
-0.25	1.55	-0.6	1	-0.25	1
-0.25	1.55	-0.3	1.8	-0.525	1.8
-0.25	2.05	-0.525	2.6	-0.525	1.8
-0.25	2.05	-0.525	1.8	-0.3	1.8
-0.25	2.55	-0.3	2.6	-0.525	2.6
-0.25	2.55	-0.525	2.6	-0.25	2.05
-0.248	0	-0.25	0.65	-0.297	0
-0.244	0	-0.25	0.65	-0.248	0
-0.242	0	-0.25	0.65	-0.244	0
-0.241	0	-0.25	0.65	-0.242	0
-0.239	0	-0.25	0.65	-0.241	0
-0.198	0	-0.25	0.65	-0.239	0
-0.12	0	-0.25	0.65	-0.198	0
-0.116	0	-0.25	0.65	-0.12	0
-0.1	1.8	-0.3	1.8	-0.25	1.55
-0.1	1.8	-0.25	2.05	-0.3	1.8
-0.1	2.6	-0.3	3.45	-0.3	2.6
-0.1	2.6	-0.3	2.6	-0.25	2.55
-0.1	3.45	-0.3	3.45	-0.1	2.6
-0.097	0	-0.25	0.65	-0.116	0
0.05	0.65	-0.25	0.65	-0.097	0
0.05	0.65	-0.097	0	-0.044	0
0.05	0.65	-0.044	0	-0.043	0
0.05	0.65	-0.043	0	-0.041	0
0.05	0.65	-0.041	0	-0.04	0
0.05	0.65	-0.04	0	-0.039	0
0.05	0.65	-0.039	0	0.001	0
0.05	1	-0.25	1.55	-0.25	1
0.05	1	-0.25	1	-0.25	0.65
0.05	1	-0.25	0.65	0.05	0.65
0.05	1.55	-0.1	1.8	-0.25	1.55
0.05	1.55	-0.25	1.55	0.05	1
0.05	2.05	-0.25	2.55	-0.25	2.05
0.05	2.05	-0.25	2.05	-0.1	1.8
0.05	2.55	-0.1	2.6	-0.25	2.55
0.05	2.55	-0.25	2.55	0.05	2.05
0.1	1.8	0.05	2.05	-0.1	1.8
0.1	1.8	-0.1	1.8	0.05	1.55
0.1	2.6	-0.1	2.6	0.05	2.55
0.1	3.45	-0.1	3.45	-0.1	2.6
0.1	3.45	-0.1	2.6	0.1	2.6
0.101	0	0.05	0.65	0.001	0
0.102	0	0.05	0.65	0.101	0
0.103	0	0.05	0.65	0.102	0
0.104	0	0.05	0.65	0.103	0
0.2	0	0.05	0.65	0.104	0
0.3	2.6	0.1	3.45	0.1	2.6
0.3	3.45	0.1	3.45	0.3	2.6
0.35	0.65	0.05	0.65	0.2	0
0.35	0.65	0.2	0	0.201	0
0.35	0.65	0.201	0	0.202	0
0.35	0.65	0.202	0	0.299	0
0.35	0.65	0.299	0	0.3	0
0.35	0.65	0.3	0	0.301	0
0.35	0.65	0.301	0	0.302	0
0.35	0.65	0.05	1	0.05	0.65
0.35	1	0.05	1	0.35	0.65
0.35	1.55	0.1	1.8	0.05	1.55
0.35	1.55	0.05	1.55	0.05	1
0.35	1.55	0.05	1	0.35	1
0.35	1.55	0.3	1.8	0.1	1.8
0.35	2.05	0.05	2.05	0.1	1.8
0.35	2.05	0.1	1.8	0.3	1.8
0.35	2.05	0.05	2.55	0.05	2.05
0.35	2.55	0.1	2.6	0.05	2.55
0.35	2.55	0.05	2.55	0.35	2.05
0.35	2.55	0.3	2.6	0.1	2.6
0.4	0	0.35	0.65	0.302	0
0.401	0	0.35	0.65	0.4	0
0.402	0	0.35	0.65	0.401	0
0.403	0	0.35	0.65	0.402	0
0.5	1.8	0.3	1.8	0.35	1.55
0.5	1.8	0.35	2.05	0.3	1.8
0.5	2.6	0.3	3.45	0.3	2.6
0.5	2.6	0.3	2.6	0.35	2.55
0.5	3.45	0.3	3.45	0.5	2.6
0.501	0	0.35	0.65	0.403	0
0.65	0.65	0.35	0.65	0.501	0
0.65	0.65	0.501	0	0.502	0
0.65	0.65	0.502	0	0.503	0
0.65	0.65	0.503	0	0.6	0
0.65	0.65	0.6	0	0.601	0
0.65	0.65	0.601	0	0.602	0
0.65	1	0.35	1	0.35	0.65
0.65	1	0.35	0.65	0.65	0.65
0.65	1.55	0.35	1.55	0.35	1
0.65	1.55	0.35	1	0.65	1
0.65	1.55	0.5	1.8	0.35	1.55
0.65	2.05	0.35	2.55	0.35	2.05
0.65	2.05	0.35	2.05	0.5	1.8
0.65	2.55	0.5	2.6	0.35	2.55
0.65	2.55	0.35	2.55	0.65	2.05
0.675	1.8	0.65	2.05	0.5	1.8
0.675	1.8	0.5	1.8	0.65	1.55
0.675	2.6	0.5	3.45	0.5	2.6
0.675	2.6	0.5	2.6	0.65	2.55
0.675	3.45	0.5	3.45	0.675	2.6
0.699	0	0.65	0.65	0.602	0
0.7	0	0.65	0.65	0.699	0
0.701	0	0.65	0.65	0.7	0
0.798	0	0.65	0.65	0.701	0
0.825	1.8	0.65	2.05	0.675	1.8
0.825	1.8	0.675	1.8	0.65	1.55
0.825	2.6	0.675	3.45	0.675	2.6
0.825	2.6	0.675	2.6	0.65	2.55
0.825	3.45	0.675	3.45	0.825	2.6
0.9	0.65	0.65	1	0.65	0.65
0.9	0.65	0.65	0.65	0.798	0
0.9	0.65	0.798	0	0.799	0
0.9	1	0.65	1.55	0.65	1
0.9	1	0.65	1	0.9	0.65
0.9	1.55	0.825	1.8	0.65	1.55
0.9	1.55	0.65	1.55	0.9	1
0.9	2.05	0.65	2.05	0.825	1.8
0.9	2.55	0.65	2.55	0.65	2.05
0.9	2.55	0.65	2.05	0.9	2.05
0.9	2.55	0.825	2.6	0.65	2.55
0.95	1.8	0.9	2.05	0.825	1.8
0.95	1.8	0.825	1.8	0.9	1.55
0.95	1.8	0.9	1.55	0.9	1
0.95	1.8	0.9	1	0.9	0.65
0.95	2.6	0.825	2.6	0.9	2.55
0.95	2.6	0.9	2.55	0.9	2.05
0.95	2.6	0.9	2.05	0.95	1.8
0.95	3.45	0.825	3.45	0.825	2.6
0.95	3.45	0.825	2.6	0.95	2.6
