1.650   0.650   0.714   -0.60    82.46    6.13      2.164    9.348     1.55   12.99
1.650   0.650   0.714   -0.25    83.76    5.21     -5.134    8.033   -16.79   11.85
1.650   0.650   0.714    0.05    83.55    5.02    -19.361    7.877    -3.74   10.67
1.650   0.650   0.714    0.35   107.73    5.43     -1.669    8.386   -17.56   12.26
1.650   0.650   0.714    0.65   125.52    7.07    -20.252    9.772   -13.70   14.07
1.650   0.650   0.714    0.90   157.45    6.49    -12.106    7.566   -16.31   13.25
1.725   0.650   0.657   -0.60    79.90    5.27    -13.435    7.509   -25.07   12.47
1.725   0.650   0.657   -0.25    97.30    5.20    -21.199    7.368   -14.96   12.33
1.725   0.650   0.657    0.05   137.48    5.77    -54.985    8.174   -33.57   12.03
1.725   0.650   0.657    0.35   176.68    8.75    -84.018   15.160   -77.49   20.45
1.725   0.650   0.657    0.65   256.28    9.63   -102.530   16.730   -86.99   25.44
1.725   0.650   0.657    0.90   371.16   12.97    -55.579   16.447     2.03   28.09
1.775   0.650   0.613   -0.60    43.45    4.17     -4.200    6.604   -21.07   10.84
1.775   0.650   0.613   -0.25    79.26    3.89    -25.993    5.671    -9.86   10.01
1.775   0.650   0.613    0.05   127.46    4.82    -49.695    7.368   -22.60   11.48
1.775   0.650   0.613    0.35   167.03    5.97    -73.709    9.518   -42.28   13.38
1.775   0.650   0.613    0.65   235.45    8.63    -47.857   15.995   -37.99   22.52
1.775   0.650   0.613    0.90   321.09   11.81    -49.328   16.872    27.07   26.54
1.825   0.650   0.564   -0.60    45.86    3.85     -4.978    6.562   -13.89   10.72
1.825   0.650   0.564   -0.25    81.79    3.52    -28.836    5.515   -16.43    9.88
1.825   0.650   0.564    0.05   111.39    3.99    -34.620    6.194   -30.70   10.32
1.825   0.650   0.564    0.35   153.29    4.94    -44.237    7.905   -58.63   12.29
1.825   0.650   0.564    0.65   196.60    8.00    -47.334   15.344   -51.59   21.40
1.825   0.650   0.564    0.90   271.42   11.55    -35.426   18.512    10.68   28.40
1.875   0.650   0.510   -0.60    55.21    4.03    -13.803    7.509     3.63   12.42
1.875   0.650   0.510   -0.25    72.05    3.19    -14.764    5.530     2.86    9.80
1.875   0.650   0.510    0.05    94.01    3.47    -37.279    5.883   -14.59   10.31
1.875   0.650   0.510    0.35   126.21    4.15    -37.957    6.901   -57.08   11.96
1.875   0.650   0.510    0.65   178.56    7.39    -47.970   14.383   -45.52   19.79
1.875   0.650   0.510    0.90   266.53   13.03    -36.289   24.112   -27.20   34.20
1.925   0.650   0.451   -0.60    47.19    3.01     -2.956    5.685     6.93   10.34
1.925   0.650   0.451   -0.25    48.87    2.67    -17.536    5.049    -7.81    9.34
1.925   0.650   0.451    0.05    75.16    2.99    -22.910    5.431   -27.46   10.11
1.925   0.650   0.451    0.35   107.35    3.74    -33.885    6.873   -54.21   12.56
1.925   0.650   0.451    0.65   156.83    6.74    -17.409   13.972   -31.76   20.24
1.925   0.650   0.451    0.90   209.82   18.29   -136.981   40.871   -97.07   52.76
1.975   0.650   0.386   -0.60    33.35    2.38      0.057    4.950     4.25    9.70
1.975   0.650   0.386   -0.25    33.18    2.13    -12.134    4.441     1.51    8.66
1.975   0.650   0.386    0.05    57.73    2.67    -17.777    5.459   -22.07   10.64
1.975   0.650   0.386    0.35    85.46    3.51    -23.886    7.241   -41.62   14.13
1.975   0.650   0.386    0.65   135.52    5.54    -39.952   12.134   -44.33   20.10
1.975   0.650   0.386    0.90   182.66   23.20   -123.150   57.629  -124.54   73.09
2.050   0.650   0.279   -0.60    22.08    1.69    -13.053    4.370    -1.05    9.18
2.050   0.650   0.279   -0.25    21.97    1.42    -23.250    3.705    -6.18    7.90
2.050   0.650   0.279    0.05    49.21    1.96    -25.498    4.865   -42.33   10.89
2.050   0.650   0.279    0.35    76.07    2.67    -21.821    6.760   -40.26   14.86
2.050   0.650   0.279    0.65   111.56    4.08    -39.244   10.677   -92.93   20.78
2.050   0.650   0.279    0.90   176.28   19.62    -92.843   58.138   -20.57   83.12
1.650   1.000   0.598   -0.60    74.74    5.11    -1.513     9.079   -11.03    13.33
1.650   1.000   0.598   -0.25    72.09    4.16    -2.418     7.000   -10.92    10.83
1.650   1.000   0.598    0.05    77.09    4.77    -8.217     8.499    -7.55    11.95
1.650   1.000   0.598    0.35    87.67    4.68    -3.239     7.976    14.10    11.30
1.650   1.000   0.598    0.65   104.59    5.25   -14.934     8.245   -11.83    12.09
1.650   1.000   0.598    0.90   123.93    5.21    -8.301     7.255   -12.90    12.55
1.725   1.000   0.531   -0.60    67.90    4.41    -5.968     7.538    13.55    12.66
1.725   1.000   0.531   -0.25    77.89    4.40   -29.896     7.410    -8.51    12.92
1.725   1.000   0.531    0.05   109.14    5.48   -46.740     9.673   -31.90    15.13
1.725   1.000   0.531    0.35   138.44    6.79   -86.281    13.067   -55.56    20.25
1.725   1.000   0.531    0.65   248.18   10.28   -42.073    19.940    30.71    28.77
1.725   1.000   0.531    0.90   306.73   10.65   -17.140    17.239    21.35    28.09
1.775   1.000   0.480   -0.60    31.58    4.01    10.833     8.245   -36.48    14.05
1.775   1.000   0.480   -0.25    75.12    3.50   -38.764     6.081   -11.38    11.45
1.775   1.000   0.480    0.05   103.96    4.41   -43.713     7.934   -12.62    13.49
1.775   1.000   0.480    0.35   154.32    6.29   -44.024    12.502    -9.76    18.79
1.775   1.000   0.480    0.65   207.31    8.78   -44.633    18.229   -21.23    26.72
1.775   1.000   0.480    0.90   257.74    9.79   -70.541    16.575   -46.28    28.11
1.825   1.000   0.425   -0.60    40.73    3.56   -26.573     7.594    32.96    13.30
