1.650   1.00   0.859   -0.60    63.50    6.14   -30.434    7.439    -7.55   11.62
1.650   1.00   0.859   -0.25    68.82    6.75    -9.730    8.726    -9.22   13.31
1.650   1.00   0.859    0.05    68.67    6.23   -12.671    6.562    -4.58   11.40
1.650   1.00   0.859    0.35    73.37    7.30   -25.428    7.934     8.55   12.10
1.650   1.00   0.859    0.65    84.33    6.43   -31.919    6.392    -5.28   11.12
1.650   1.00   0.859    0.90   104.00    7.32   -18.880    8.019     6.65   12.31
1.750   1.00   0.828   -0.60    51.47    5.02    -0.693    6.477   -16.33    9.34
1.750   1.00   0.828   -0.25    67.58    4.68   -31.212    5.558   -12.03    8.85
1.750   1.00   0.828    0.05   108.95    5.58   -57.686    6.675   -42.88   10.72
1.750   1.00   0.828    0.35   149.10    6.31   -46.938    7.835   -24.83   12.73
1.750   1.00   0.828    0.65   201.79   10.46   -62.805   10.847    -0.20   18.41
1.750   1.00   0.828    0.90   299.24    9.85   -46.867   10.776     5.65   17.30
1.850   1.00   0.788   -0.25    65.19    4.06   -19.290    5.317    -7.24    8.17
1.850   1.00   0.788    0.05    91.44    4.57   -40.475    6.109     2.57    9.37
1.850   1.00   0.788    0.35   121.85    5.16   -37.972    6.972   -28.03   10.37
1.850   1.00   0.788    0.65   152.78    6.99   -33.800    9.334   -14.10   15.28
1.850   1.00   0.788    0.90   226.41    8.24   -21.029    9.235    14.38   15.29
1.950   1.00   0.742   -0.60    32.43    6.60     2.447    9.970     0.99   12.14
1.950   1.00   0.742   -0.25    36.33    3.07    -7.453    4.243   -13.11    6.59
1.950   1.00   0.742    0.05    63.56    3.24   -28.468    3.932   -25.56    6.85
1.950   1.00   0.742    0.35    85.36    3.94   -44.618    4.610   -44.12    6.94
1.950   1.00   0.742    0.65   125.87    6.27   -32.569    9.843   -41.50   14.81
1.950   1.00   0.742    0.90   215.60    9.46   -21.850   10.706    13.11   18.33
2.050   1.00   0.685   -0.25    21.17    2.22   -11.625    3.267    -3.66    5.19
2.050   1.00   0.685    0.05    46.38    2.71   -10.310    3.762   -10.10    6.24
2.050   1.00   0.685    0.35    62.02    3.86   -26.941    5.459   -35.53    7.73
2.050   1.00   0.685    0.65   104.03    6.07   -29.882   10.225   -25.10   14.30
2.050   1.00   0.685    0.90   189.89   10.95    -9.009   13.336   -21.38   21.85
2.150   1.00   0.617   -0.25    12.25    1.67    -7.934    2.673     0.80    4.10
2.150   1.00   0.617    0.05    29.44    2.13   -11.257    3.168     0.05    5.48
2.150   1.00   0.617    0.35    42.00    3.29    -7.495    5.119   -30.99    7.62
2.150   1.00   0.617    0.65    85.27    6.60   -15.344   11.837   -20.47   15.59
2.150   1.00   0.617    0.90   138.05   12.93   -66.793   20.478   -31.09   32.34
2.250   1.00   0.537   -0.60     3.62    1.94    -1.584    3.479     3.64    4.27
2.250   1.00   0.537   -0.25     5.37    1.26    -3.026    2.150    -0.09    3.58
2.250   1.00   0.537    0.05    15.39    1.71    -7.340    2.998     0.57    5.10
2.250   1.00   0.537    0.35    29.05    2.67   -16.532    4.441    -3.90    7.22
2.250   1.00   0.537    0.65    51.99    5.14   -20.365    9.475   -44.53   13.25
2.250   1.00   0.537    0.90   146.57   16.35    -7.311   30.844    33.00   41.35
2.350   1.00   0.444   -0.60     3.20    2.96    -1.188    6.095    -0.85    6.29
2.350   1.00   0.444   -0.25     4.86    1.21    -5.968    2.447     2.44    4.48
2.350   1.00   0.444    0.05     9.65    1.50    -3.734    3.055     1.68    5.30
2.350   1.00   0.444    0.35    18.47    2.37    -4.342    4.525     2.62    8.76
2.350   1.00   0.444    0.65    44.15    5.33   -20.195   11.257   -40.08   16.46
2.350   1.00   0.444    0.90   109.65   22.45   -23.165   51.308    -2.37   62.39
1.650   1.55   0.784   -0.60    44.56    5.41     0.990    7.891    -3.99   11.86
1.650   1.55   0.784   -0.25    43.03    4.64    -9.744    5.897     4.62    9.35
1.650   1.55   0.784    0.05    43.64    4.80    -7.566    6.265     1.13    9.51
1.650   1.55   0.784    0.35    44.36    4.80   -13.435    5.402     6.35    9.36
1.650   1.55   0.784    0.65    65.82    4.68   -19.007    5.035     6.51    9.01
1.650   1.55   0.784    0.90    80.36    5.86   -15.684    6.505   -12.16   10.83
1.750   1.55   0.744   -0.60    44.06    3.94     1.867    5.643   -12.73    8.45
1.750   1.55   0.744   -0.25    49.44    3.69   -16.928    5.247   -18.62    8.34
1.750   1.55   0.744    0.05    78.93    4.35   -28.779    6.010    -2.37    9.60
1.750   1.55   0.744    0.35   108.21    5.48   -33.941    7.750    -9.59   12.42
1.750   1.55   0.744    0.65   163.22    7.98   -30.024    9.178     4.83   14.96
1.750   1.55   0.744    0.90   222.42    7.60   -24.607    9.079     5.57   15.16
1.850   1.55   0.696   -0.60    25.66    4.93     2.560    8.372   -15.75   11.57
1.850   1.55   0.696   -0.25    47.11    3.17   -20.676    4.568     2.80    6.95
1.850   1.55   0.696    0.05    63.44    3.61   -36.911    5.614   -21.84    8.82
1.850   1.55   0.696    0.35    88.94    3.80   -39.174    5.445   -32.30    8.87
1.850   1.55   0.696    0.65   114.30    5.78   -47.687    7.495   -36.88   12.44
1.850   1.55   0.696    0.90   179.13    6.42   -16.787    7.891    14.50   13.43
1.950   1.55   0.639   -0.60    19.24    4.55     0.297    7.792    -2.79    9.67
1.950   1.55   0.639   -0.25    27.15    2.51   -16.815    4.002     3.57    6.07
1.950   1.55   0.639    0.05    42.19    2.67   -18.455    3.762   -19.91    6.54
1.950   1.55   0.639    0.35    61.26    3.48   -28.793    5.275   -32.33    7.90
1.950   1.55   0.639    0.65    94.00    5.57   -12.360    9.405     3.69   14.07
1.950   1.55   0.639    0.90   150.25    7.09   -33.276    8.839   -10.74   15.67 
2.050   1.55   0.572   -0.25    12.40    1.60    -6.251    2.701    -1.13    4.43
2.050   1.55   0.572    0.05    33.58    2.16   -12.077    3.323    -4.16    5.96
2.050   1.55   0.572    0.35    46.98    3.78   -14.878    6.718   -24.90    9.44
2.050   1.55   0.572    0.65    74.27    4.68   -12.756    8.528   -12.74   13.36
2.050   1.55   0.572    0.90   154.64    8.76     2.234   13.138    -1.94   20.76
2.150   1.55   0.493   -0.25     7.78    1.38    -6.916    2.687     2.28    4.42
2.150   1.55   0.493    0.05    18.12    1.73    -6.817    3.055    -4.43    5.49
2.150   1.55   0.493    0.35    29.12    3.08   -14.241    5.855   -19.31    9.21
2.150   1.55   0.493    0.65    61.71    5.38     3.069   11.087    -6.83   15.69
2.150   1.55   0.493    0.90   121.32    9.30   -48.847   13.987   -62.51   24.82
2.250   1.55   0.465   -0.25     4.57    0.97    -3.041    2.022     5.74    3.61
2.250   1.55   0.465    0.05     9.62    1.35   -10.366    2.715    -4.76    5.23
2.250   1.55   0.465    0.35    17.99    2.25    -9.037    4.681   -11.73    8.62
2.250   1.55   0.465    0.65    45.85    6.25   -17.112   14.623     4.61   20.77
2.250   1.55   0.465    0.90    85.37   17.55   -75.279   40.786   -51.28   54.03 
2.350   1.55   0.301   -0.25     3.99    0.88    -2.376    2.220     6.18    4.32
2.350   1.55   0.301    0.05     6.64    1.15    -6.095    2.871    -3.59    5.93
2.350   1.55   0.301    0.35    13.42    1.79    -5.869    4.313    -5.28    9.21
2.350   1.55   0.301    0.65    33.00    3.57   -25.739    9.221   -46.88   16.97
1.650   2.05   0.703   -0.60    26.53    3.42     2.517    5.063     4.55    7.71
1.650   2.05   0.703   -0.25    31.29    3.78    -2.234    5.119    -2.74    8.43
1.650   2.05   0.703    0.05    36.16    4.36    -5.261    6.307     1.12    9.48
1.650   2.05   0.703    0.35    34.63    4.01    -4.398    5.346     0.36    7.93
1.650   2.05   0.703    0.65    44.61    4.26   -10.720    4.992    -6.19    8.42
1.650   2.05   0.703    0.90    57.26    4.86    -2.814    5.728    -1.77   10.36
1.750   2.05   0.656   -0.60    30.90    3.18     5.926    4.978   -17.42    7.80
1.750   2.05   0.656   -0.25    37.51    3.61   -11.031    5.402   -11.79    8.67
1.750   2.05   0.656    0.05    49.08    3.64   -29.995    5.289    -6.34    8.74
1.750   2.05   0.656    0.35    79.64    5.11   -30.985    8.188    -1.65   12.79
1.750   2.05   0.656    0.65   118.76    6.06   -42.398    8.047    -0.67   13.05
1.750   2.05   0.656    0.90   162.23    6.93   -21.128    9.065   -10.92   15.71
1.850   2.05   0.599   -0.60    15.27    3.90     5.515    7.212   -15.54   10.26
1.850   2.05   0.599   -0.25    29.93    3.12    -5.204    5.077   -15.25    7.96
1.850   2.05   0.599    0.05    47.42    4.49   -17.084    8.118   -10.86   12.33
1.850   2.05   0.599    0.35    67.97    3.54   -28.751    5.869   -19.54    9.74
1.850   2.05   0.599    0.65    92.24    5.44   -22.415    8.188   -36.59   12.49
1.850   2.05   0.599    0.90   135.53    5.87   -24.933    7.905    -4.13   13.96
1.950   2.05   0.534   -0.60     9.21    4.08    11.201    7.849   -14.83   10.08
1.950   2.05   0.534   -0.25    14.99    2.78    -3.677    5.445    -3.05    8.27
1.950   2.05   0.534    0.05    32.55    2.60   -12.389    4.554     1.58    7.64
1.950   2.05   0.534    0.35    50.50    4.67    -6.251    9.037    21.74   12.60
1.950   2.05   0.534    0.65    76.58    5.56   -22.684   10.479    -4.90   16.09
1.950   2.05   0.534    0.90   124.33    7.03    -3.705   11.031    24.21   18.34
2.050   2.05   0.458   -0.25    10.82    2.21    -4.738    4.469    -4.66    7.50
2.050   2.05   0.458    0.05    22.44    2.03   -17.550    3.790     2.61    6.99
2.050   2.05   0.458    0.35    35.09    3.14   -19.488    6.124   -19.23    9.88
2.050   2.05   0.458    0.65    54.61    5.19    -7.792   11.116     4.94   16.79
2.050   2.05   0.458    0.90   113.31    8.61    15.627   15.259    -3.45   25.13
2.150   2.05   0.371   -0.25     5.34    1.14     0.537    2.362    -7.21    4.84
2.150   2.05   0.371    0.05    14.22    1.73   -11.413    3.734   -11.32    7.33
2.150   2.05   0.371    0.35    22.90    2.65   -12.558    5.671     0.79   10.13
2.150   2.05   0.371    0.65    55.21    6.27    -9.093   15.641    -2.32   23.22
2.150   2.05   0.371    0.90   112.39   16.05    -6.378   37.816   -13.24   48.86
2.250   2.05   0.274   -0.25     3.77    1.04    -4.964    2.645     1.56    4.89
2.250   2.05   0.274    0.05     8.81    1.41   -10.946    3.649    -3.81    7.96
2.250   2.05   0.274    0.35    14.50    2.22   -12.671    5.572    -0.63   11.95
2.250   2.05   0.274    0.65    40.44    6.75    -8.839   20.039    12.08   33.29
2.350   2.05   0.166   -0.25     4.57    1.11    -5.699    3.691    -4.87    9.71
2.350   2.05   0.166    0.05     5.56    1.48    -8.415    4.978    -2.01   13.38
2.350   2.05   0.166    0.35    11.88    2.14    -0.495    7.297   -16.51   19.27
2.350   2.05   0.166    0.65    19.59    4.58   -29.628   16.857   -41.99   40.61 
1.650   2.55   0.612   -0.60    26.18    3.62    -2.135    5.869    -2.14    9.46 
1.650   2.55   0.612   -0.25    23.00    4.43     0.071    7.396     4.65   11.48 
1.650   2.55   0.612    0.05    26.34    5.01    -2.560    7.976    -4.30   11.74 
1.650   2.55   0.612    0.35    31.86    4.63    -6.802    7.241    -0.05   11.10 
1.650   2.55   0.612    0.65    40.42    4.69    -3.012    6.534     6.12   10.46 
1.650   2.55   0.612    0.90    39.60    5.31   -19.841    7.651    10.66   12.59 
1.750   2.55   0.556   -0.60    20.69    4.93     1.598    8.160    -9.30   13.97 
1.750   2.55   0.556   -0.25    26.19    3.77    -6.336    6.406    -7.86   10.66 
1.750   2.55   0.556    0.05    42.94    4.30   -17.140    7.495    -2.66   12.56 
1.750   2.55   0.556    0.35    62.39    5.76   -18.738   10.253     1.60   15.64 
1.750   2.55   0.556    0.65    86.78    6.08   -14.566    9.702    16.98   15.12 
1.750   2.55   0.556    0.90   116.28    7.21   -12.247    9.815    -9.23   18.81 
1.850   2.55   0.492   -0.60    16.05    5.77    -6.138   10.522    -1.39   14.05 
1.850   2.55   0.492   -0.25    21.71    5.19    -6.647    9.800     5.84   16.94 
1.850   2.55   0.492    0.05    36.90    3.87    -9.970    7.396    -5.07   12.60 
1.850   2.55   0.492    0.35    58.24    4.58   -11.950    9.306    -9.31   14.78 
1.850   2.55   0.492    0.65    70.35    6.09   -19.997   11.568   -17.72   17.67 
1.850   2.55   0.492    0.90   115.71    6.90   -14.524   11.568    -9.92   20.66  
1.950   2.55   0.419   -0.25    14.81    3.81     0.396    8.188    14.80   15.06 
1.950   2.55   0.419    0.05    24.09    3.33    -7.396    6.972    -2.75   12.55 
1.950   2.55   0.419    0.35    41.23    5.28   -14.581   11.865    -2.77   18.32 
1.950   2.55   0.419    0.65    58.67    6.74    -6.124   14.948    -2.25   22.22 
1.950   2.55   0.419    0.90    92.50    8.07    -6.223   15.655   -29.82   27.72 
2.050   2.55   0.336   -0.25    13.85    4.58   -23.674   13.619    24.87   21.44 
2.050   2.55   0.336    0.05    14.61    2.15    -7.142    4.738   -11.52    9.96 
2.050   2.55   0.336    0.35    31.90    3.97    -4.907    9.164   -33.95   16.79 
2.050   2.55   0.336    0.65    51.38    7.28    25.088   19.021    39.42   28.37 
2.050   2.55   0.336    0.90    70.15    9.50   -46.471   23.009   -53.24   42.55 
2.150   2.55   0.243   -0.25     3.54    2.19    -4.540    7.071     0.83   12.65 
2.150   2.55   0.243    0.05    13.58    2.73   -10.904    7.000   -17.18   17.58 
2.150   2.55   0.243    0.35    20.60    3.74   -16.744   10.536    10.43   22.44 
2.150   2.55   0.243    0.65    44.45    8.09     3.125   24.933    29.21   42.07
