W,Q2,eps,phi,cos_th,cs,dcs
1.925,1.8,0.7996,67.5,0.825,28.289,9.291
1.925,1.8,0.7996,112.5,0.825,33.892,6.494
1.925,1.8,0.7996,157.5,0.825,37.664,6.02
1.925,1.8,0.7996,-157.5,0.95,39.509,8.283
1.925,1.8,0.7996,-112.5,0.95,34.409,7.813
1.925,1.8,0.7996,-67.5,0.95,40.515,8.902
1.925,1.8,0.7996,-22.5,0.95,36.099,8.232
1.925,1.8,0.7996,22.5,0.95,29.595,7.449
1.925,1.8,0.7996,67.5,0.95,38.366,8.661
1.925,1.8,0.7996,112.5,0.95,43.799,8.82
1.925,1.8,0.7996,157.5,0.95,39.18,8.248
1.975,1.8,0.7836,-157.5,-0.775,10.572,3.367
1.975,1.8,0.7836,-112.5,-0.775,7.789,2.857
1.975,1.8,0.7836,-67.5,-0.775,10.789,4.193
1.975,1.8,0.7836,-22.5,-0.775,13.319,5.1
1.975,1.8,0.7836,22.5,-0.775,7.373,3.773
1.975,1.8,0.7836,67.5,-0.775,10.337,4.102
1.975,1.8,0.7836,112.5,-0.775,14.21,3.875
1.975,1.8,0.7836,157.5,-0.775,16.549,4.235
1.975,1.8,0.7836,-157.5,-0.525,4.967,1.697
1.975,1.8,0.7836,-112.5,-0.525,9.862,2.551
1.975,1.8,0.7836,-67.5,-0.525,14.22,3.59
1.975,1.8,0.7836,-22.5,-0.525,15.95,4.115
1.975,1.8,0.7836,22.5,-0.525,10.258,3.283
1.975,1.8,0.7836,67.5,-0.525,18.786,4.142
1.975,1.8,0.7836,112.5,-0.525,12.813,2.913
1.975,1.8,0.7836,157.5,-0.525,6.696,1.973
1.975,1.8,0.7836,-157.5,-0.3,17.159,3.485
1.975,1.8,0.7836,-112.5,-0.3,18.029,3.656
1.975,1.8,0.7836,-67.5,-0.3,25.075,4.744
1.975,1.8,0.7836,-22.5,-0.3,12.032,3.395
1.975,1.8,0.7836,22.5,-0.3,11.445,3.309
1.975,1.8,0.7836,67.5,-0.3,18.254,4.028
1.975,1.8,0.7836,112.5,-0.3,27.073,4.502
1.975,1.8,0.7836,157.5,-0.3,13.964,3.138
1.975,1.8,0.7836,-157.5,-0.1,19.635,3.345
1.975,1.8,0.7836,-112.5,-0.1,34.924,5.016
1.975,1.8,0.7836,-67.5,-0.1,28.505,4.609
1.975,1.8,0.7836,-22.5,-0.1,28.486,5.874
1.975,1.8,0.7836,22.5,-0.1,34.102,6.446
1.975,1.8,0.7836,67.5,-0.1,25.473,4.349
1.975,1.8,0.7836,112.5,-0.1,29.387,4.591
1.975,1.8,0.7836,157.5,-0.1,20.611,3.429
1.975,1.8,0.7836,-157.5,0.1,27.842,4.072
1.975,1.8,0.7836,-112.5,0.1,36.061,5.261
1.975,1.8,0.7836,-67.5,0.1,27.279,4.215
1.975,1.8,0.7836,-22.5,0.1,32.511,9.851
1.975,1.8,0.7836,22.5,0.1,24.273,8.488
1.975,1.8,0.7836,67.5,0.1,31.932,4.571
1.975,1.8,0.7836,112.5,0.1,33.175,5.042
1.975,1.8,0.7836,157.5,0.1,24.424,3.81
1.975,1.8,0.7836,-157.5,0.3,41.707,4.829
1.975,1.8,0.7836,-112.5,0.3,34.368,5.739
1.975,1.8,0.7836,-67.5,0.3,32.709,4.351
1.975,1.8,0.7836,-22.5,0.3,19.945,7.555
1.975,1.8,0.7836,22.5,0.3,35.394,10.098
1.975,1.8,0.7836,67.5,0.3,35.02,4.505
1.975,1.8,0.7836,112.5,0.3,36.34,5.904
1.975,1.8,0.7836,157.5,0.3,41.283,4.804
1.975,1.8,0.7836,-157.5,0.5,44.588,4.927
1.975,1.8,0.7836,-112.5,0.5,43.265,7.107
1.975,1.8,0.7836,-67.5,0.5,31.199,4.38
1.975,1.8,0.7836,-22.5,0.5,36.749,7.177
1.975,1.8,0.7836,22.5,0.5,41.509,7.634
1.975,1.8,0.7836,67.5,0.5,40.887,5.028
1.975,1.8,0.7836,112.5,0.5,37.697,6.628
1.975,1.8,0.7836,157.5,0.5,51.677,5.311
1.975,1.8,0.7836,-157.5,0.675,43.272,5.837
1.975,1.8,0.7836,-112.5,0.675,36.982,7.975
1.975,1.8,0.7836,-67.5,0.675,35.476,7.423
1.975,1.8,0.7836,-22.5,0.675,28.061,10.629
1.975,1.8,0.7836,22.5,0.675,43.496,13.265
1.975,1.8,0.7836,67.5,0.675,30.488,6.875
1.975,1.8,0.7836,112.5,0.675,42.127,8.517
1.975,1.8,0.7836,157.5,0.675,46.73,6.069
1.975,1.8,0.7836,-157.5,0.825,45.122,6.222
1.975,1.8,0.7836,-112.5,0.825,37.98,6.523
1.975,1.8,0.7836,-67.5,0.825,30.891,10.929
1.975,1.8,0.7836,-22.5,0.825,41.145,7.873
1.975,1.8,0.7836,22.5,0.825,26.977,6.361
1.975,1.8,0.7836,67.5,0.825,41.863,12.745
1.975,1.8,0.7836,112.5,0.825,50.391,7.522
1.975,1.8,0.7836,157.5,0.825,51.769,6.67
1.975,1.8,0.7836,-157.5,0.95,63.861,8.841
1.975,1.8,0.7836,-112.5,0.95,64.047,9.132
1.975,1.8,0.7836,-67.5,0.95,56.894,9.996
1.975,1.8,0.7836,-22.5,0.95,54.744,8.529
1.975,1.8,0.7836,22.5,0.95,47.25,7.916
1.975,1.8,0.7836,67.5,0.95,46.863,9.062
1.975,1.8,0.7836,112.5,0.95,52.109,8.229
1.975,1.8,0.7836,157.5,0.95,68.582,9.166
2.025,1.8,0.7683,-157.5,-0.775,9.315,3.469
2.025,1.8,0.7683,-112.5,-0.775,6.121,2.624
2.025,1.8,0.7683,-67.5,-0.775,5.116,2.969
2.025,1.8,0.7683,-22.5,-0.775,4.929,3.188
2.025,1.8,0.7683,22.5,-0.775,4.772,3.137
2.025,1.8,0.7683,67.5,-0.775,5.366,3.042
2.025,1.8,0.7683,112.5,-0.775,7.33,2.874
2.025,1.8,0.7683,157.5,-0.775,5.329,2.616
2.025,1.8,0.7683,-157.5,-0.525,2.847,1.253
2.025,1.8,0.7683,-112.5,-0.525,5.09,1.868
2.025,1.8,0.7683,-67.5,-0.525,6.725,2.672
2.025,1.8,0.7683,-22.5,-0.525,5.536,2.53
2.025,1.8,0.7683,22.5,-0.525,6.026,2.641
2.025,1.8,0.7683,67.5,-0.525,5.24,2.356
2.025,1.8,0.7683,112.5,-0.525,4.029,1.66
2.025,1.8,0.7683,157.5,-0.525,3.115,1.311
2.025,1.8,0.7683,-157.5,-0.3,8.6,2.554
2.025,1.8,0.7683,-112.5,-0.3,7.941,2.425
2.025,1.8,0.7683,-67.5,-0.3,10.653,3.204
2.025,1.8,0.7683,-22.5,-0.3,5.283,2.244
2.025,1.8,0.7683,22.5,-0.3,6.146,2.421
2.025,1.8,0.7683,67.5,-0.3,11.896,3.389
2.025,1.8,0.7683,112.5,-0.3,10.546,2.798
2.025,1.8,0.7683,157.5,-0.3,5.195,1.981
2.025,1.8,0.7683,-157.5,-0.1,12.024,2.733
2.025,1.8,0.7683,-112.5,-0.1,13.624,3.237
2.025,1.8,0.7683,-67.5,-0.1,16.052,3.798
2.025,1.8,0.7683,-22.5,-0.1,9.576,3.197
2.025,1.8,0.7683,22.5,-0.1,13.875,3.856
2.025,1.8,0.7683,67.5,-0.1,13.781,3.515
2.025,1.8,0.7683,112.5,-0.1,12.163,3.057
2.025,1.8,0.7683,157.5,-0.1,8.992,2.36
2.025,1.8,0.7683,-157.5,0.1,17.971,3.322
2.025,1.8,0.7683,-112.5,0.1,20.946,3.917
2.025,1.8,0.7683,-67.5,0.1,23.22,4.156
2.025,1.8,0.7683,-22.5,0.1,14.466,5.096
2.025,1.8,0.7683,22.5,0.1,14.957,5.183
2.025,1.8,0.7683,67.5,0.1,22.246,4.066
2.025,1.8,0.7683,112.5,0.1,16.967,3.521
2.025,1.8,0.7683,157.5,0.1,19.977,3.505
2.025,1.8,0.7683,-157.5,0.3,31.585,3.903
2.025,1.8,0.7683,-112.5,0.3,22.935,4.248
2.025,1.8,0.7683,-67.5,0.3,26.047,3.702
2.025,1.8,0.7683,-22.5,0.3,24.477,9.748
2.025,1.8,0.7683,22.5,0.3,12.982,7.082
2.025,1.8,0.7683,67.5,0.3,21.368,3.347
2.025,1.8,0.7683,112.5,0.3,28.958,4.78
2.025,1.8,0.7683,157.5,0.3,33.883,4.045
2.025,1.8,0.7683,-157.5,0.5,38.657,4.439
2.025,1.8,0.7683,-112.5,0.5,35.294,5.937
2.025,1.8,0.7683,-67.5,0.5,31.119,4.029
2.025,1.8,0.7683,-22.5,0.5,30.767,6.728
2.025,1.8,0.7683,22.5,0.5,29.36,6.571
2.025,1.8,0.7683,67.5,0.5,28.466,3.85
2.025,1.8,0.7683,112.5,0.5,37.237,6.1
2.025,1.8,0.7683,157.5,0.5,38.187,4.411
2.025,1.8,0.7683,-157.5,0.675,51.741,6.044
2.025,1.8,0.7683,-112.5,0.675,37.862,7.565
2.025,1.8,0.7683,-67.5,0.675,42.35,6.744
2.025,1.8,0.7683,-22.5,0.675,25.688,9.029
2.025,1.8,0.7683,22.5,0.675,34.343,10.457
2.025,1.8,0.7683,67.5,0.675,37.89,6.372
2.025,1.8,0.7683,112.5,0.675,37.963,7.575
2.025,1.8,0.7683,157.5,0.675,43.726,5.55
2.025,1.8,0.7683,-157.5,0.825,54.282,6.324
2.025,1.8,0.7683,-112.5,0.825,43.094,6.937
2.025,1.8,0.7683,-67.5,0.825,20.494,8.848
2.025,1.8,0.7683,-22.5,0.825,52.571,10.089
2.025,1.8,0.7683,22.5,0.825,42.133,9.016
2.025,1.8,0.7683,67.5,0.825,24.936,9.767
2.025,1.8,0.7683,112.5,0.825,38.696,6.57
2.025,1.8,0.7683,157.5,0.825,45.291,5.77
2.025,1.8,0.7683,-157.5,0.95,79.185,9.123
2.025,1.8,0.7683,-112.5,0.95,76.262,9.703
2.025,1.8,0.7683,-67.5,0.95,55.019,8.793
2.025,1.8,0.7683,-22.5,0.95,64.639,8.345
2.025,1.8,0.7683,22.5,0.95,61.962,8.167
2.025,1.8,0.7683,67.5,0.95,57.176,8.966
2.025,1.8,0.7683,112.5,0.95,73.448,9.52
2.025,1.8,0.7683,157.5,0.95,74.327,8.834
2.075,1.8,0.7489,-157.5,-0.775,5.267,2.295
2.075,1.8,0.7489,-112.5,-0.775,3.888,1.845
2.075,1.8,0.7489,-67.5,-0.775,3.495,2.204
2.075,1.8,0.7489,-22.5,-0.775,4.244,2.629
2.075,1.8,0.7489,22.5,-0.775,7.054,3.398
2.075,1.8,0.7489,67.5,-0.775,4.994,2.638
2.075,1.8,0.7489,112.5,-0.775,2.927,1.6
2.075,1.8,0.7489,157.5,-0.775,3.894,1.971
2.075,1.8,0.7489,-157.5,-0.525,2.396,1.133
2.075,1.8,0.7489,-112.5,-0.525,1.633,1.067
2.075,1.8,0.7489,-67.5,-0.525,2.885,1.694
2.075,1.8,0.7489,-22.5,-0.525,2.734,1.746
2.075,1.8,0.7489,22.5,-0.525,4.541,2.254
2.075,1.8,0.7489,67.5,-0.525,4.289,2.067
2.075,1.8,0.7489,112.5,-0.525,3.243,1.506
2.075,1.8,0.7489,157.5,-0.525,1.93,1.017
2.075,1.8,0.7489,-157.5,-0.3,3.508,1.753
2.075,1.8,0.7489,-112.5,-0.3,3.542,1.773
2.075,1.8,0.7489,-67.5,-0.3,5.307,2.49
2.075,1.8,0.7489,-22.5,-0.3,3.381,2.078
2.075,1.8,0.7489,22.5,-0.3,3.803,2.204
2.075,1.8,0.7489,67.5,-0.3,5.825,2.609
2.075,1.8,0.7489,112.5,-0.3,5.068,2.122
2.075,1.8,0.7489,157.5,-0.3,3.657,1.79
2.075,1.8,0.7489,-157.5,-0.1,9.342,2.354
2.075,1.8,0.7489,-112.5,-0.1,11.116,2.824
2.075,1.8,0.7489,-67.5,-0.1,10.182,3.033
2.075,1.8,0.7489,-22.5,-0.1,7.899,2.715
2.075,1.8,0.7489,22.5,-0.1,5.846,2.333
2.075,1.8,0.7489,67.5,-0.1,8.821,2.821
2.075,1.8,0.7489,112.5,-0.1,13.926,3.165
2.075,1.8,0.7489,157.5,-0.1,9.041,2.315
2.075,1.8,0.7489,-157.5,0.1,16.899,3.321
2.075,1.8,0.7489,-112.5,0.1,16.722,3.406
2.075,1.8,0.7489,-67.5,0.1,14.906,3.392
2.075,1.8,0.7489,-22.5,0.1,8.485,3.414
2.075,1.8,0.7489,22.5,0.1,14.362,4.451
2.075,1.8,0.7489,67.5,0.1,12.037,3.044
2.075,1.8,0.7489,112.5,0.1,13.43,3.05
2.075,1.8,0.7489,157.5,0.1,13.786,2.996
2.075,1.8,0.7489,-157.5,0.3,25.473,3.704
2.075,1.8,0.7489,-112.5,0.3,24.979,4.446
2.075,1.8,0.7489,-67.5,0.3,20.685,3.495
2.075,1.8,0.7489,-22.5,0.3,11.114,6.432
2.075,1.8,0.7489,22.5,0.3,15.913,7.706
2.075,1.8,0.7489,67.5,0.3,17.266,3.189
2.075,1.8,0.7489,112.5,0.3,23.927,4.35
2.075,1.8,0.7489,157.5,0.3,27.494,3.85
2.075,1.8,0.7489,-157.5,0.5,37.241,4.589
2.075,1.8,0.7489,-112.5,0.5,33.908,5.607
2.075,1.8,0.7489,-67.5,0.5,25.001,3.591
2.075,1.8,0.7489,-22.5,0.5,19.331,6.262
2.075,1.8,0.7489,22.5,0.5,17.548,5.965
2.075,1.8,0.7489,67.5,0.5,26.565,3.703
2.075,1.8,0.7489,112.5,0.5,29.834,5.256
2.075,1.8,0.7489,157.5,0.5,33.099,4.322
2.075,1.8,0.7489,-157.5,0.675,39.629,5.436
2.075,1.8,0.7489,-112.5,0.675,25.365,6.245
2.075,1.8,0.7489,-67.5,0.675,23.715,4.81
2.075,1.8,0.7489,-22.5,0.675,23.068,8.618
2.075,1.8,0.7489,22.5,0.675,20.577,8.136
2.075,1.8,0.7489,67.5,0.675,26.122,5.051
2.075,1.8,0.7489,112.5,0.675,23.116,5.96
2.075,1.8,0.7489,157.5,0.675,38.337,5.346
2.075,1.8,0.7489,-157.5,0.825,48.225,5.771
2.075,1.8,0.7489,-112.5,0.825,40.231,7.147
2.075,1.8,0.7489,-67.5,0.825,33.445,10.64
2.075,1.8,0.7489,-22.5,0.825,28.462,9.016
2.075,1.8,0.7489,22.5,0.825,31.37,9.47
2.075,1.8,0.7489,67.5,0.825,32.194,10.437
2.075,1.8,0.7489,112.5,0.825,35.71,6.73
2.075,1.8,0.7489,157.5,0.825,46.158,5.645
2.075,1.8,0.7489,-157.5,0.95,75.331,8.886
2.075,1.8,0.7489,-112.5,0.95,67.596,9.773
2.075,1.8,0.7489,-67.5,0.95,51.968,8.405
2.075,1.8,0.7489,-22.5,0.95,54.422,7.702
2.075,1.8,0.7489,22.5,0.95,52.477,7.562
2.075,1.8,0.7489,67.5,0.95,47.369,8.02
2.075,1.8,0.7489,112.5,0.95,61.017,9.28
2.075,1.8,0.7489,157.5,0.95,60.969,7.984
2.125,1.8,0.7287,-157.5,-0.775,6.752,2.601
2.125,1.8,0.7287,-112.5,-0.775,5.359,2.232
2.125,1.8,0.7287,-67.5,-0.775,4.424,2.496
2.125,1.8,0.7287,-22.5,-0.775,5.533,2.84
2.125,1.8,0.7287,22.5,-0.775,4.804,2.645
2.125,1.8,0.7287,67.5,-0.775,4.023,2.379
2.125,1.8,0.7287,112.5,-0.775,3.482,1.796
2.125,1.8,0.7287,157.5,-0.775,2.949,1.712
2.125,1.8,0.7287,-157.5,-0.525,1.089,0.881
2.125,1.8,0.7287,-112.5,-0.525,2.273,1.374
2.125,1.8,0.7287,-67.5,-0.525,2.062,1.554
2.125,1.8,0.7287,-22.5,-0.525,2.339,1.72
2.125,1.8,0.7287,22.5,-0.525,1.59,1.417
2.125,1.8,0.7287,67.5,-0.525,1.735,1.425
2.125,1.8,0.7287,112.5,-0.525,1.426,1.088
2.125,1.8,0.7287,157.5,-0.525,1.873,1.156
2.125,1.8,0.7287,-157.5,-0.3,3.872,2.023
2.125,1.8,0.7287,-112.5,-0.3,3.218,1.841
2.125,1.8,0.7287,-67.5,-0.3,3.288,2.114
2.125,1.8,0.7287,-22.5,-0.3,3.325,2.178
2.125,1.8,0.7287,22.5,-0.3,2.27,1.799
2.125,1.8,0.7287,67.5,-0.3,4.348,2.432
2.125,1.8,0.7287,112.5,-0.3,3.582,1.943
2.125,1.8,0.7287,157.5,-0.3,4.004,2.057
2.125,1.8,0.7287,-157.5,-0.1,5.59,1.98
2.125,1.8,0.7287,-112.5,-0.1,4.838,1.976
2.125,1.8,0.7287,-67.5,-0.1,5.086,2.25
2.125,1.8,0.7287,-22.5,-0.1,7.162,2.947
2.125,1.8,0.7287,22.5,-0.1,7.019,2.917
2.125,1.8,0.7287,67.5,-0.1,6.467,2.539
2.125,1.8,0.7287,112.5,-0.1,6.047,2.21
2.125,1.8,0.7287,157.5,-0.1,3.789,1.629
2.125,1.8,0.7287,-157.5,0.1,10.34,2.551
2.125,1.8,0.7287,-112.5,0.1,15.175,3.237
2.125,1.8,0.7287,-67.5,0.1,10.096,2.787
2.125,1.8,0.7287,-22.5,0.1,10.288,3.401
2.125,1.8,0.7287,22.5,0.1,10.878,3.497
2.125,1.8,0.7287,67.5,0.1,7.489,2.397
2.125,1.8,0.7287,112.5,0.1,11.617,2.829
2.125,1.8,0.7287,157.5,0.1,14.509,3.026
2.125,1.8,0.7287,-157.5,0.3,14.059,2.914
2.125,1.8,0.7287,-112.5,0.3,17.142,3.765
2.125,1.8,0.7287,-67.5,0.3,12.635,3.023
2.125,1.8,0.7287,-22.5,0.3,8.583,4.756
2.125,1.8,0.7287,22.5,0.3,14.235,6.131
2.125,1.8,0.7287,67.5,0.3,13.238,3.095
2.125,1.8,0.7287,112.5,0.3,15.211,3.546
2.125,1.8,0.7287,157.5,0.3,18.044,3.304
2.125,1.8,0.7287,-157.5,0.5,20.29,3.809
2.125,1.8,0.7287,-112.5,0.5,14.511,3.949
2.125,1.8,0.7287,-67.5,0.5,15.51,3.149
2.125,1.8,0.7287,-22.5,0.5,13.478,7.587
2.125,1.8,0.7287,22.5,0.5,14.549,7.884
2.125,1.8,0.7287,67.5,0.5,15.468,3.145
2.125,1.8,0.7287,112.5,0.5,18.511,4.463
2.125,1.8,0.7287,157.5,0.5,20.227,3.803
2.125,1.8,0.7287,-157.5,0.675,27.15,4.916
2.125,1.8,0.7287,-112.5,0.675,18.451,5.642
2.125,1.8,0.7287,-67.5,0.675,22.561,4.796
2.125,1.8,0.7287,-22.5,0.675,14.182,6.93
2.125,1.8,0.7287,22.5,0.675,21.929,8.624
2.125,1.8,0.7287,67.5,0.675,25.533,5.105
2.125,1.8,0.7287,112.5,0.675,21.656,6.115
2.125,1.8,0.7287,157.5,0.675,29.198,5.1
2.125,1.8,0.7287,-157.5,0.825,33.676,5.32
2.125,1.8,0.7287,-112.5,0.825,26.75,7.161
2.125,1.8,0.7287,-67.5,0.825,17.775,8.137
2.125,1.8,0.7287,-22.5,0.825,23.392,11.716
2.125,1.8,0.7287,22.5,0.825,23.1,11.643
2.125,1.8,0.7287,67.5,0.825,22.035,9.065
2.125,1.8,0.7287,112.5,0.825,28.431,7.383
2.125,1.8,0.7287,157.5,0.825,27.234,4.781
2.125,1.8,0.7287,-157.5,0.95,47.952,8.072
2.125,1.8,0.7287,-112.5,0.95,44.145,8.47
2.125,1.8,0.7287,-67.5,0.95,40.172,8.531
2.125,1.8,0.7287,-22.5,0.95,38.892,7.584
2.125,1.8,0.7287,22.5,0.95,44.775,8.143
2.125,1.8,0.7287,67.5,0.95,49.006,9.429
2.125,1.8,0.7287,112.5,0.95,46.824,8.725
2.125,1.8,0.7287,157.5,0.95,51.732,8.386
2.175,1.8,0.7042,-157.5,-0.775,3.732,1.72
2.175,1.8,0.7042,-112.5,-0.775,5.117,1.875
2.175,1.8,0.7042,-67.5,-0.775,5.792,2.51
2.175,1.8,0.7042,-22.5,-0.775,4.952,2.406
2.175,1.8,0.7042,22.5,-0.775,5.473,2.531
2.175,1.8,0.7042,67.5,-0.775,2.911,1.775
2.175,1.8,0.7042,112.5,-0.775,6.078,2.046
2.175,1.8,0.7042,157.5,-0.775,3.775,1.73
2.175,1.8,0.7042,-157.5,-0.525,3.502,1.443
2.175,1.8,0.7042,-112.5,-0.525,3.374,1.352
2.175,1.8,0.7042,-67.5,-0.525,5.218,2.086
2.175,1.8,0.7042,-22.5,-0.525,2.583,1.421
2.175,1.8,0.7042,22.5,-0.525,3.767,1.719
2.175,1.8,0.7042,67.5,-0.525,3.889,1.799
2.175,1.8,0.7042,112.5,-0.525,3.123,1.3
2.175,1.8,0.7042,157.5,-0.525,4.747,1.682
2.175,1.8,0.7042,-157.5,-0.3,4.396,1.996
2.175,1.8,0.7042,-112.5,-0.3,3.28,1.703
2.175,1.8,0.7042,-67.5,-0.3,3.774,2.071
2.175,1.8,0.7042,-22.5,-0.3,3.451,2.157
2.175,1.8,0.7042,22.5,-0.3,2.704,1.908
2.175,1.8,0.7042,67.5,-0.3,3.646,2.036
2.175,1.8,0.7042,112.5,-0.3,2.935,1.61
2.175,1.8,0.7042,157.5,-0.3,3.779,1.85
2.175,1.8,0.7042,-157.5,-0.1,4.772,1.967
2.175,1.8,0.7042,-112.5,-0.1,6.55,2.391
2.175,1.8,0.7042,-67.5,-0.1,5.07,2.43
2.175,1.8,0.7042,-22.5,-0.1,2.665,1.766
2.175,1.8,0.7042,22.5,-0.1,4.418,2.275
2.175,1.8,0.7042,67.5,-0.1,5.039,2.423
2.175,1.8,0.7042,112.5,-0.1,5.224,2.135
2.175,1.8,0.7042,157.5,-0.1,5.34,2.081
2.175,1.8,0.7042,-157.5,0.1,11.139,2.814
2.175,1.8,0.7042,-112.5,0.1,12.101,3.043
2.175,1.8,0.7042,-67.5,0.1,7.502,2.526
2.175,1.8,0.7042,-22.5,0.1,6.535,2.744
2.175,1.8,0.7042,22.5,0.1,8.608,3.151
2.175,1.8,0.7042,67.5,0.1,11.203,3.091
2.175,1.8,0.7042,112.5,0.1,10.608,2.848
2.175,1.8,0.7042,157.5,0.1,12.202,2.946
2.175,1.8,0.7042,-157.5,0.3,11.296,2.936
2.175,1.8,0.7042,-112.5,0.3,11.701,3.128
2.175,1.8,0.7042,-67.5,0.3,12.308,3.361
2.175,1.8,0.7042,-22.5,0.3,7.972,4.161
2.175,1.8,0.7042,22.5,0.3,8.295,4.245
2.175,1.8,0.7042,67.5,0.3,11.552,3.256
2.175,1.8,0.7042,112.5,0.3,11.205,3.061
2.175,1.8,0.7042,157.5,0.3,12.118,3.042
2.175,1.8,0.7042,-157.5,0.5,18.24,3.896
2.175,1.8,0.7042,-112.5,0.5,16.113,4.151
2.175,1.8,0.7042,-67.5,0.5,14.679,3.246
2.175,1.8,0.7042,-22.5,0.5,15.591,11.083
2.175,1.8,0.7042,22.5,0.5,8.25,8.056
2.175,1.8,0.7042,67.5,0.5,15,3.282
2.175,1.8,0.7042,112.5,0.5,13.966,3.863
2.175,1.8,0.7042,157.5,0.5,17.693,3.836
2.175,1.8,0.7042,-157.5,0.675,15.114,4.204
2.175,1.8,0.7042,-112.5,0.675,14.39,5.719
2.175,1.8,0.7042,-67.5,0.675,15.506,4.387
2.175,1.8,0.7042,-22.5,0.675,12.703,7.973
2.175,1.8,0.7042,22.5,0.675,10.877,7.377
2.175,1.8,0.7042,67.5,0.675,17.629,4.679
2.175,1.8,0.7042,112.5,0.675,11.134,5.029
2.175,1.8,0.7042,157.5,0.675,16.136,4.344
2.175,1.8,0.7042,-157.5,0.825,29.341,5.437
2.175,1.8,0.7042,-112.5,0.825,21.576,7.461
2.175,1.8,0.7042,-67.5,0.825,31.346,10.64
2.175,1.8,0.7042,-22.5,0.825,22.797,15.164
2.175,1.8,0.7042,22.5,0.825,14.747,12.188
2.175,1.8,0.7042,67.5,0.825,21.997,8.905
2.175,1.8,0.7042,112.5,0.825,27.316,8.398
2.175,1.8,0.7042,157.5,0.825,29.772,5.477
2.175,1.8,0.7042,-157.5,0.95,42.897,8.863
2.175,1.8,0.7042,-112.5,0.95,34.97,8.534
2.175,1.8,0.7042,-67.5,0.95,34.062,9.41
2.175,1.8,0.7042,-22.5,0.95,33.384,8.62
2.175,1.8,0.7042,22.5,0.95,30.873,8.288
2.175,1.8,0.7042,67.5,0.95,32.407,9.178
2.175,1.8,0.7042,112.5,0.95,31.547,8.104
2.175,1.8,0.7042,157.5,0.95,38.212,8.363
2.225,1.8,0.6791,-157.5,-0.775,6.559,2.164
2.225,1.8,0.6791,-112.5,-0.775,3.611,1.463
2.225,1.8,0.6791,-67.5,-0.775,2.709,1.532
2.225,1.8,0.6791,-22.5,-0.775,7.48,2.741
2.225,1.8,0.6791,22.5,-0.775,4.498,2.117
2.225,1.8,0.6791,67.5,-0.775,4.063,1.879
2.225,1.8,0.6791,112.5,-0.775,6.02,1.896
2.225,1.8,0.6791,157.5,-0.775,4.713,1.828
2.225,1.8,0.6791,-157.5,-0.525,4.437,1.378
2.225,1.8,0.6791,-112.5,-0.525,2.666,1.064
2.225,1.8,0.6791,-67.5,-0.525,5.245,1.739
2.225,1.8,0.6791,-22.5,-0.525,7.368,2.146
2.225,1.8,0.6791,22.5,-0.525,4.247,1.623
2.225,1.8,0.6791,67.5,-0.525,3.576,1.433
2.225,1.8,0.6791,112.5,-0.525,4.013,1.307
2.225,1.8,0.6791,157.5,-0.525,4.508,1.389
2.225,1.8,0.6791,-157.5,-0.3,4.407,1.866
2.225,1.8,0.6791,-112.5,-0.3,2.286,1.285
2.225,1.8,0.6791,-67.5,-0.3,3.155,1.745
2.225,1.8,0.6791,-22.5,-0.3,5.458,2.465
2.225,1.8,0.6791,22.5,-0.3,3.287,1.911
2.225,1.8,0.6791,67.5,-0.3,4.353,2.051
2.225,1.8,0.6791,112.5,-0.3,3.673,1.63
2.225,1.8,0.6791,157.5,-0.3,3.296,1.612
2.225,1.8,0.6791,-157.5,-0.1,4.487,1.937
2.225,1.8,0.6791,-112.5,-0.1,4.902,1.98
2.225,1.8,0.6791,-67.5,-0.1,2.291,1.579
2.225,1.8,0.6791,-22.5,-0.1,3.439,2.036
2.225,1.8,0.6791,22.5,-0.1,3.255,1.981
2.225,1.8,0.6791,67.5,-0.1,3.734,2.017
2.225,1.8,0.6791,112.5,-0.1,3.908,1.767
2.225,1.8,0.6791,157.5,-0.1,5.302,2.106
2.225,1.8,0.6791,-157.5,0.1,11.445,2.615
2.225,1.8,0.6791,-112.5,0.1,9.311,2.405
2.225,1.8,0.6791,-67.5,0.1,7.047,2.388
2.225,1.8,0.6791,-22.5,0.1,10.389,3.16
2.225,1.8,0.6791,22.5,0.1,10.269,3.141
2.225,1.8,0.6791,67.5,0.1,9.681,2.802
2.225,1.8,0.6791,112.5,0.1,8.972,2.36
2.225,1.8,0.6791,157.5,0.1,13.917,2.886
2.225,1.8,0.6791,-157.5,0.3,10.555,2.839
2.225,1.8,0.6791,-112.5,0.3,10.553,3.03
2.225,1.8,0.6791,-67.5,0.3,7.62,2.637
2.225,1.8,0.6791,-22.5,0.3,8.195,3.841
2.225,1.8,0.6791,22.5,0.3,8.841,3.99
2.225,1.8,0.6791,67.5,0.3,8.53,2.791
2.225,1.8,0.6791,112.5,0.3,8.602,2.734
2.225,1.8,0.6791,157.5,0.3,11.146,2.918
2.225,1.8,0.6791,-157.5,0.5,13.486,3.626
2.225,1.8,0.6791,-112.5,0.5,12.055,3.842
2.225,1.8,0.6791,-67.5,0.5,12.08,3.283
2.225,1.8,0.6791,-22.5,0.5,5.852,7.554
2.225,1.8,0.6791,22.5,0.5,8.705,9.215
2.225,1.8,0.6791,67.5,0.5,12.725,3.37
2.225,1.8,0.6791,112.5,0.5,10.521,3.589
2.225,1.8,0.6791,157.5,0.5,11.229,3.307
